time,open,high,low,close,tick_volume,spread,real_volume,ema_50,lsma,support_trendline_15,resistance_trendline_15,support_gradient_15,resistance_gradient_15,supertrend_dir,Span_A,Span_B,fixed_resistance_gradient_15,fixed_support_gradient_15,fixed_support_trendline_15,fixed_resistance_trendline_15,hourly_time,time2,prev_hour_lsma_slope,prev_hour_macd_line,hour_lsma,fixed_support_gradient,fixed_resistance_gradient,prev_hour_lsma,fixed_support_trendline,fixed_resistance_trendline,prev_fixed_support_trendline,prev_fixed_resistance_trendline,prev_fixed_resistance_gradient,prev_fixed_support_gradient,ema_24,prev_stochk,prev_stochd,prev_hour_macd_signal,prev_psar,prev_psar_direction,prev_nadaraya_watson,prev_nadaraya_watson_trend,nadaraya_upper_envelope,nadaraya_lower_envelope,wma_50,prev_supertrend_dir,HSpan_A,HSpan_B,nadaraya_watson,prev_nadaraya_lower_band,prev_nadaraya_upper_band,prev_HSpan_A,prev_HSpan_B,support_trendline,resistance_trendline,support,resistance,is_buy,is_sell,4_hour_time
2024-04-01 01:00:00,2238.96,2246.26,2234.84,2240.33,2324,30,0,,,2230.298534664097,2246.2599999999998,0.0005946682292158271,0.0004889364792581455,,,,,,,,2024-04-01 01:00:00,2024-04-01 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.0599398193435,2263.4982095489618,,,,,2024-04-01 00:00:00
2024-04-01 01:15:00,2240.28,2242.13,2238.12,2241.75,1136,32,0,,,2231.712414141108,2243.342003124557,0.0005816439896223292,0.000652439108786946,,,,,,,,2024-04-01 01:00:00,2024-04-01 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.0599398193435,2263.4982095489618,,,,,2024-04-01 00:00:00
2024-04-01 01:30:00,2241.84,2242.04,2235.95,2236.74,1064,27,0,,,2233.107889792904,2246.7887914246835,0.0005599168554112258,0.0005641556889546708,,,,,,,,2024-04-01 01:00:00,2024-04-01 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.0599398193435,2263.4982095489618,,,,,2024-04-01 00:00:00
2024-04-01 01:45:00,2236.63,2238.05,2235.89,2236.84,791,27,0,,,2234.358529875542,2249.775438413712,0.0005599458469523132,0.0004792381981327208,,,,,,,,2024-04-01 01:00:00,2024-04-01 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.0599398193435,2263.4982095489618,,,,,2024-04-01 00:00:00
2024-04-01 02:00:00,2236.94,2238.55,2235.61,2238.44,807,27,0,,,2235.61,2252.8328225971172,0.0005599316187024392,0.0003693866629970258,,,,,,,,2024-04-01 02:00:00,2024-04-01 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.6654691582726,2263.841277211762,,,,,2024-04-01 00:00:00
2024-04-01 02:15:00,2238.45,2240.3,2237.74,2240.06,618,27,0,,,2237.74,2255.0994243497857,0.0005353848605055231,0.00027849818082437556,,,,,,,,2024-04-01 02:00:00,2024-04-01 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.6654691582726,2263.841277211762,,,,,2024-04-01 00:00:00
2024-04-01 02:30:00,2240.5,2245.56,2240.4,2244.9,1142,27,0,,,2240.4,2256.4771041540703,0.0004603347592850389,0.00022312604247071475,,,,,,,,2024-04-01 02:00:00,2024-04-01 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.6654691582726,2263.841277211762,,,,,2024-04-01 00:00:00
2024-04-01 02:45:00,2244.87,2247.32,2243.26,2245.99,1793,27,0,,,2243.018685492198,2256.980769019815,0.00035272776006119264,0.00022311453277787168,,,,,,,,2024-04-01 02:00:00,2024-04-01 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.6654691582726,2263.841277211762,,,,,2024-04-01 00:00:00
2024-04-01 03:00:00,2246.13,2250.45,2243.81,2247.41,1803,27,0,,,2243.81,2257.484244470346,0.0003460514375739733,0.00022313069454839204,,,,,,,,2024-04-01 03:00:00,2024-04-01 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.4088338829606,2264.1855282723313,,,,,2024-04-01 00:00:00
2024-04-01 03:15:00,2247.39,2250.16,2246.93,2250.07,1291,27,0,,,2246.9300000000007,2257.9553070206607,0.000285954461494048,0.00022474162891704524,,,,,,,,2024-04-01 03:00:00,2024-04-01 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.4088338829606,2264.1855282723313,,,,,2024-04-01 00:00:00
2024-04-01 03:30:00,2249.68,2256.34,2249.57,2254.03,1883,27,0,,,2248.7647638414305,2258.4621056392616,0.0002157556993158529,0.0002247642410990185,,,,,,,,2024-04-01 03:00:00,2024-04-01 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.4088338829606,2264.1855282723313,,,,,2024-04-01 00:00:00
2024-04-01 03:45:00,2254.1,2254.31,2249.25,2249.95,1424,27,0,,,2249.25,2258.969754259975,0.00020113492252537107,0.00022476526104549819,,,,,,,,2024-04-01 03:00:00,2024-04-01 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.4088338829606,2264.1855282723313,,,,,2024-04-01 00:00:00
2024-04-01 04:00:00,2249.99,2259.5,2249.99,2259.33,3298,27,0,,,2249.9900000000007,2259.6373800302867,0.00019402591939956325,0.00021887064151750155,,,,,,,,2024-04-01 04:00:00,2024-04-01 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.0230038632867,2264.5293234354053,,,,,2024-04-01 04:00:00
2024-04-01 04:15:00,2259.28,2259.61,2254.22,2258.48,2237,27,0,,,2254.2200000000003,2261.143645418727,9.496040315857107e-05,0.0001781885189580875,,,,,,,,2024-04-01 04:00:00,2024-04-01 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.0230038632867,2264.5293234354053,,,,,2024-04-01 04:00:00
2024-04-01 04:30:00,2258.49,2259.45,2255.29,2259.09,1933,27,0,,,2254.505673429934,2262.6693674155304,9.23667926354962e-05,0.00012855444782974108,,,,,,,,2024-04-01 04:00:00,2024-04-01 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.0230038632867,2264.5293234354053,,,,,2024-04-01 04:00:00
2024-04-01 04:45:00,2258.98,2259.0,2254.94,2255.81,2106,27,0,,,2254.714121128014,2264.1963442846177,9.236097896540348e-05,6.787952297330278e-05,,,,,,,,2024-04-01 04:00:00,2024-04-01 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.0230038632867,2264.5293234354053,,,,,2024-04-01 04:00:00
2024-04-01 05:00:00,2255.86,2257.38,2254.9,2257.01,1569,27,0,,,2254.9000000000005,2265.5598971757086,9.287223581332399e-05,1.1091482908479686e-06,,,,,,,,2024-04-01 05:00:00,2024-04-01 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.3324163160505,2264.8734664406024,,,,,2024-04-01 04:00:00
2024-04-01 05:15:00,2257.08,2257.94,2255.61,2257.81,797,27,0,,,2255.2574966959332,2266.684434581277,8.535392921203535e-05,-6.962363920038931e-05,,,,,,,,2024-04-01 05:00:00,2024-04-01 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.3324163160505,2264.8734664406024,,,,,2024-04-01 04:00:00
2024-04-01 05:30:00,2257.8,2258.16,2255.45,2256.38,1119,27,0,,,2255.45,2267.089927457416,8.53541296335852e-05,-0.00011104033144806387,,,,,,,,2024-04-01 05:00:00,2024-04-01 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.3324163160505,2264.8734664406024,,,,,2024-04-01 04:00:00
2024-04-01 05:45:00,2256.57,2258.06,2255.62,2257.3,876,27,0,,,2255.62,2266.513772542836,9.032093163387026e-05,-8.241423085338671e-05,,,,0.0004889364792581455,0.0005946682292158271,2240.5635786627404,2254.7568534948623,2024-04-01 05:00:00,2024-04-01 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217.3324163160505,2264.8734664406024,,,,,2024-04-01 04:00:00
2024-04-01 06:00:00,2257.29,2259.16,2256.49,2257.3,1223,27,0,,,2256.4899999999993,2266.3269885616464,7.278541784468093e-06,-8.241437548222127e-05,,,,0.000652439108786946,0.0005816439896223292,2241.7584956648247,2254.672670774743,2024-04-01 06:00:00,2024-04-01 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.2552416965314,2265.2206286814685,,,,,2024-04-01 04:00:00
2024-04-01 06:15:00,2257.31,2259.42,2256.97,2258.42,1424,27,0,,,2256.97,2266.14020521521,-4.123077358445258e-06,-8.241244570800365e-05,,,,0.0005641556889546708,0.0005599168554112258,2242.7845606855312,2256.598611844612,2024-04-01 06:00:00,2024-04-01 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.2552416965314,2265.2206286814685,,,,,2024-04-01 04:00:00
2024-04-01 06:30:00,2258.48,2264.17,2258.34,2263.14,1577,27,0,,,2258.34,2265.9534227459053,-4.0068733241861315e-05,-8.24053828836157e-05,,,,0.0004792381981327208,0.0005599458469523132,2244.043745921009,2258.1192704786954,2024-04-01 06:00:00,2024-04-01 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.2552416965314,2265.2206286814685,,,,,2024-04-01 04:00:00
2024-04-01 06:45:00,2263.15,2265.06,2262.13,2264.36,1305,27,0,,,2258.375933885519,2265.7667221565143,-4.368231644080986e-05,-8.241353755101295e-05,,,,0.0003693866629970258,0.0005599316187024392,2245.3010715373493,2259.2705282253633,2024-04-01 06:00:00,2024-04-01 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.2552416965314,2265.2206286814685,,,,,2024-04-01 04:00:00
2024-04-01 07:00:00,2264.39,2265.58,2261.12,2261.13,1203,27,0,,,2258.353987351459,2265.579999999999,-6.066453147832578e-05,-8.240367500794922e-05,,,,0.00027849818082437556,0.0005353848605055231,2247.012457357794,2259.9553957908524,2024-04-01 07:00:00,2024-04-01 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.1792547736095,2265.579999999999,,,,,2024-04-01 04:00:00
2024-04-01 07:15:00,2261.12,2261.32,2260.06,2260.55,1019,27,0,,,2258.2169886020934,2263.5424514148426,-6.06641248265023e-05,-1.877651970790122e-05,,,,0.00022312604247071475,0.0004603347592850389,2248.3795438150723,2260.3690064135512,2024-04-01 07:00:00,2024-04-01 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.1792547736095,2265.579999999999,,,,,2024-04-01 04:00:00
2024-04-01 07:30:00,2260.57,2260.92,2258.08,2258.68,1026,27,0,,,2258.102540242907,2263.5001738952906,-0.000174224024144332,-1.8784749252021457e-05,,,,0.00022311453277787168,0.00035272776006119264,2249.136891528765,2260.872921551403,2024-04-01 07:00:00,2024-04-01 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.1792547736095,2265.579999999999,,,,,2024-04-01 04:00:00
2024-04-01 07:45:00,2258.7,2260.45,2258.59,2260.29,1003,27,0,,,2258.6123478788804,2264.3380532160472,-0.0002160467385519863,-5.413802337679818e-05,,,,0.00022313069454839204,0.0003460514375739733,2249.8149200028497,2261.377907026479,2024-04-01 07:00:00,2024-04-01 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.1792547736095,2265.579999999999,,,,,2024-04-01 04:00:00
2024-04-01 08:00:00,2260.27,2260.82,2259.15,2260.38,719,27,0,,,2258.5108693073034,2266.207901975956,-0.00022555318962660102,-0.00014209591133106493,,,,0.00022474162891704524,0.000285954461494048,2251.8978482557254,2261.8779436063905,2024-04-01 08:00:00,2024-04-01 08:00:00,,,,,,,,,,,,,2254.0125000000003,,,,,,,,,,,,,,,,,,,2220.101619929109,2263.292126562366,,,,,2024-04-01 08:00:00
2024-04-01 08:15:00,2260.37,2260.37,2257.98,2257.98,848,27,0,,,2258.0019828365316,2267.4682343529844,-0.0002255654444473527,-0.00021966067496743347,,,,0.0002247642410990185,0.0002157556993158529,2252.5145858001374,2262.385477566011,2024-04-01 08:00:00,2024-04-01 08:00:00,,,,,,,,,,,,,2254.0125000000003,,,,,,,,,,,,,,,,,,,2220.101619929109,2263.292126562366,,,,,2024-04-01 08:00:00
2024-04-01 08:30:00,2257.99,2261.11,2257.84,2260.76,1756,27,0,,,2257.8400000000006,2268.2872055437365,-0.00023456228889509614,-0.0002922579946318026,,,,0.00022476526104549819,0.00020113492252537107,2252.746828063588,2262.8946517128393,2024-04-01 08:00:00,2024-04-01 08:00:00,,,,,,,,,,,,,2254.0125000000003,,,,,,,,,,,,,,,,,,,2220.101619929109,2263.292126562366,,,,,2024-04-01 08:00:00
2024-04-01 08:45:00,2260.78,2263.31,2260.44,2261.56,1199,27,0,,2265.0184769061593,2260.142644471689,2267.822606426633,-0.0003188131336919955,-0.00030474560236037554,,,,0.00021887064151750155,0.00019402591939956325,2253.364406417051,2263.4605622025206,2024-04-01 08:00:00,2024-04-01 08:00:00,,,,,,,,,,,,,2254.0125000000003,,,,,,,,,,,,,,,,,,,2220.101619929109,2263.292126562366,,,,,2024-04-01 08:00:00
2024-04-01 09:00:00,2261.49,2261.58,2259.4,2261.35,1238,27,0,,2265.165619501467,2259.400000000001,2267.07087131948,-0.0003238366991155453,-0.00030192505763146685,,,,0.0001781885189580875,9.496040315857107e-05,2255.873958054828,2264.2577495276823,2024-04-01 09:00:00,2024-04-01 09:00:00,,,,,,,,,,,,,2255.396388888889,,,,,,,,,,,,,,,,,,,2221.025548207034,2262.7199999999993,,,,,2024-04-01 08:00:00
2024-04-01 09:15:00,2261.34,2262.72,2260.32,2261.44,956,27,0,,2265.2914241202343,2259.455332944631,2266.3863596993647,-0.0003437033837858528,-0.00030192029829667107,,,,0.00012855444782974108,9.23667926354962e-05,2256.1146537311306,2264.9171403526707,2024-04-01 09:00:00,2024-04-01 09:00:00,,,,,,,,,,,,,2255.396388888889,,,,,,,,,,,,,,,,,,,2221.025548207034,2262.7199999999993,,,,,2024-04-01 08:00:00
2024-04-01 09:30:00,2261.41,2262.51,2260.9,2261.41,764,27,0,,2265.026339809385,2258.679020407107,2265.7018412648936,-0.00034370693776865406,-0.0003019061074107877,,,,6.787952297330278e-05,9.236097896540348e-05,2256.3231461116425,2265.38373753919,2024-04-01 09:00:00,2024-04-01 09:00:00,,,,,,,,,,,,,2255.396388888889,,,,,,,,,,,,,,,,,,,2221.025548207034,2262.7199999999993,,,,,2024-04-01 08:00:00
2024-04-01 09:45:00,2261.43,2261.77,2258.86,2260.24,1403,27,0,,2264.5028189149557,2257.9026263234546,2265.3486539023716,-0.0003437012955643652,-0.00031650707227995047,,,,1.1091482908479686e-06,9.287223581332399e-05,2256.5179597374063,2265.5793045053397,2024-04-01 09:00:00,2024-04-01 09:00:00,,,,,,,,,,,,,2255.396388888889,,,,,,,,,,,,,,,,,,,2221.025548207034,2262.7199999999993,,,,,2024-04-01 08:00:00
2024-04-01 10:00:00,2260.2,2260.53,2259.15,2259.62,903,27,0,,2263.874789222873,2257.649251267198,2265.3516433997247,-0.0003678386331848806,-0.0003518211539080444,,,,-6.962363920038931e-05,8.535392921203535e-05,2256.744617103556,2265.4659659319664,2024-04-01 10:00:00,2024-04-01 10:00:00,,,2262.6841212121203,,,,,,,,,,2255.843858024691,,,,,,,,,,,,,,,,,,,2221.9496874254723,2262.9900000000007,,,,,2024-04-01 08:00:00
2024-04-01 10:15:00,2259.64,2261.68,2259.39,2261.68,684,27,0,,2263.459725073314,2256.2862455187224,2264.567757540687,-0.00034160846177369125,-0.00035375210329370143,,,,-0.00011104033144806387,8.53541296335852e-05,2256.9374263787554,2265.146367943957,2024-04-01 10:00:00,2024-04-01 10:00:00,,,2262.6841212121203,,,,,,,,,,2255.843858024691,,,,,,,,,,,,,,,,,,,2221.9496874254723,2262.9900000000007,,,,,2024-04-01 08:00:00
2024-04-01 10:30:00,2261.83,2262.99,2259.93,2260.05,901,27,0,,2263.017743768329,2255.5759436139506,2263.8231108391715,-0.0003437098079271388,-0.00035591694071408596,,,,-8.241423085338671e-05,9.032093163387026e-05,2257.1939823560983,2265.071602738608,2024-04-01 10:00:00,2024-04-01 10:00:00,,,2262.6841212121203,,,,,,,,,,2255.843858024691,,,,,,,,,,,,,,,,,,,2221.9496874254723,2262.9900000000007,,,,,2024-04-01 08:00:00
2024-04-01 10:45:00,2260.06,2260.08,2256.78,2257.41,1065,27,0,2254.88675,2262.256768695017,2254.800521226356,2260.9269683926036,-0.00034369901499849284,-0.00020354610079640356,,,,-8.241437548222127e-05,7.278541784468093e-06,2256.616828921599,2264.8851532440176,2024-04-01 10:00:00,2024-04-01 10:00:00,,,2262.6841212121203,,,,,,,,,,2255.843858024691,,,,,,,,,,,,,,,,,,,2221.9496874254723,2262.9900000000007,,,,,2024-04-01 08:00:00
2024-04-01 11:00:00,2257.32,2260.12,2256.91,2258.84,1211,27,0,2255.0795914634145,2261.6777547653955,2254.0257221787206,2260.2233391882523,-0.00034370064872611445,-0.0001794527423474582,,,,-8.241244570800365e-05,-4.123077358445258e-06,2256.8981371772425,2264.6984042839017,2024-04-01 11:00:00,2024-04-01 11:00:00,,,2260.9017575757543,,,2262.6841212121203,,,,,,,2256.1363340192042,,,,,,,,,,,,,,,,,,,2222.90683274529,2260.119999999999,,,,,2024-04-01 08:00:00
2024-04-01 11:15:00,2258.81,2259.84,2257.16,2257.58,1046,27,0,2255.201562611541,2261.0449670087974,2249.5320095334155,2259.8175170688237,-0.0001775177351983663,-5.9831955731828975e-05,,,,-8.24053828836157e-05,-4.0068733241861315e-05,2257.6413489910874,2264.511968287155,2024-04-01 11:00:00,2024-04-01 11:00:00,,,2260.9017575757543,,,2262.6841212121203,,,,,,,2256.1363340192042,,,,,,,,,,,,,,,,,,,2222.90683274529,2260.119999999999,,,,,2024-04-01 08:00:00
2024-04-01 11:30:00,2257.55,2258.15,2256.48,2256.94,807,27,0,2255.286364435368,2260.5230828445747,2249.132791464105,2258.3176692610164,-0.00017752022238349,-1.3231568644500097e-05,,,,-8.241353755101295e-05,-4.368231644080986e-05,2257.6143017738978,2264.3252967882413,2024-04-01 11:00:00,2024-04-01 11:00:00,,,2260.9017575757543,,,2262.6841212121203,,,,,,,2256.1363340192042,,,,,,,,,,,,,,,,,,,2222.90683274529,2260.119999999999,,,,,2024-04-01 08:00:00
2024-04-01 11:45:00,2256.95,2257.68,2255.73,2257.16,731,27,0,2255.377761292179,2259.7804087243403,2248.7338685104246,2258.288042537196,-0.00017753076379594337,-1.3237821261166422e-05,,,,-8.240367500794922e-05,-6.066453147832578e-05,2257.296324573267,2264.138847662348,2024-04-01 11:00:00,2024-04-01 11:00:00,,,2260.9017575757543,,,2262.6841212121203,,,,,,,2256.1363340192042,,,,,,,,,,,,,,,,,,,2222.90683274529,2260.119999999999,,,,,2024-04-01 08:00:00
2024-04-01 12:00:00,2257.18,2258.28,2257.05,2257.76,626,27,0,2255.4939680584143,2259.5971096041035,2249.2432152199062,2258.2583646259677,-0.00023529925039097487,-1.3243466016592972e-05,,,,-1.877651970790122e-05,-6.06641248265023e-05,2257.159360679102,2263.214273555476,2024-04-01 12:00:00,2024-04-01 12:00:00,-1.7823636363659716,,2257.894787878789,,,2260.9017575757543,,,,,,,2255.154926459381,,,,,,,,,,,,,,,,,,,2223.826658323327,2258.2800000000007,,,,,2024-04-01 12:00:00
2024-04-01 12:15:00,2257.78,2258.19,2250.64,2252.9,1452,27,0,2255.3674330311746,2258.82189882698,2250.2189707514704,2258.168242583469,-0.00037271838805865505,-1.1576897604111046e-05,,,,-1.8784749252021457e-05,-0.000174224024144332,2255.067422935707,2263.1719499531814,2024-04-01 12:00:00,2024-04-01 12:00:00,-1.7823636363659716,,2257.894787878789,,,2260.9017575757543,,,,,,,2255.154926459381,,,,,,,,,,,,,,,,,,,2223.826658323327,2258.2800000000007,,,,,2024-04-01 12:00:00
2024-04-01 12:30:00,2253.01,2254.42,2249.36,2249.79,1340,27,0,2255.095363127215,2257.7573735337246,2249.380168536024,2254.3980092617057,-0.00043843654200062857,9.905086884085646e-05,,,,-5.413802337679818e-05,-0.0002160467385519863,2254.8490772825953,2263.39205347338,2024-04-01 12:00:00,2024-04-01 12:00:00,-1.7823636363659716,,2257.894787878789,,,2260.9017575757543,,,,,,,2255.154926459381,,,,,,,,,,,,,,,,,,,2223.826658323327,2258.2800000000007,,,,,2024-04-01 12:00:00
2024-04-01 12:45:00,2249.78,2251.85,2249.78,2251.72,776,27,0,2254.930711267351,2256.776436950147,2249.800540357651,2253.06427378009,-0.0005023295741535074,0.00014839664418195213,,,,-0.00014209591133106493,-0.00022555318962660102,2254.581892488864,2263.72345631473,2024-04-01 12:00:00,2024-04-01 12:00:00,-1.7823636363659716,,2257.894787878789,,,2260.9017575757543,,,,,,,2255.154926459381,,,,,,,,,,,,,,,,,,,2223.826658323327,2258.2800000000007,,,,,2024-04-01 12:00:00
2024-04-01 13:00:00,2251.72,2253.42,2250.94,2252.35,1215,27,0,2254.804822912846,2255.9565725806447,2248.9783240067954,2254.0396381615974,-0.0005099296235802941,0.0001265185375819559,,,,-0.00021966067496743347,-0.0002255654444473527,2254.073535821752,2263.6264990966674,2024-04-01 13:00:00,2024-04-01 13:00:00,-3.0069696969653705,,2254.0236363636373,,,2257.894787878789,,,,,,,2253.5138316906296,,,,,,,,,,,,,,,,,,,2224.753109072126,2254.8172009604978,,,,,2024-04-01 12:00:00
2024-04-01 13:15:00,2252.35,2252.75,2249.09,2249.86,931,27,0,2254.5636120390486,2254.9236840175954,2247.832793592707,2256.6845230897247,-0.0005099557378083954,3.933593176176336e-05,,,,-0.0002922579946318026,-0.00023456228889509614,2253.755883585389,2263.1761037261335,2024-04-01 13:00:00,2024-04-01 13:00:00,-3.0069696969653705,,2254.0236363636373,,,2257.894787878789,,,,,,,2253.5138316906296,,,,,,,,,,,,,,,,,,,2224.753109072126,2254.8172009604978,,,,,2024-04-01 12:00:00
2024-04-01 13:30:00,2249.92,2250.66,2248.6,2249.59,976,27,0,2254.3209968176316,2253.821644061583,2246.6862561276844,2259.835595229625,-0.0005099408696757146,-8.393845597502753e-05,,,,-0.00030474560236037554,-0.0003188131336919955,2254.587812739433,2262.4945483523734,2024-04-01 13:00:00,2024-04-01 13:00:00,-3.0069696969653705,,2254.0236363636373,,,2257.894787878789,,,,,,,2253.5138316906296,,,,,,,,,,,,,,,,,,,2224.753109072126,2254.8172009604978,,,,,2024-04-01 12:00:00
2024-04-01 13:45:00,2249.56,2249.82,2245.52,2247.77,1344,27,0,2254.0014359972593,2252.6008119501457,2245.542268182472,2263.378159443293,-0.0005099823484290924,-0.0002489715908097837,,,,-0.00030192505763146685,-0.0003238366991155453,2253.7601943210348,2261.7943716750337,2024-04-01 13:00:00,2024-04-01 13:00:00,-3.0069696969653705,,2254.0236363636373,,,2257.894787878789,,,,,,,2253.5138316906296,,,,,,,,,,,,,,,,,,,2224.753109072126,2254.8172009604978,,,,,2024-04-01 12:00:00
