time,open,high,low,close,tick_volume,spread,real_volume,bb_lower,bb_middle,bb_upper,ema_50,ema_50_grad,lsma,lsma_high,lsma_high_grad,lsma_low,lsma_long,long_smooth,long_smooth_grad,lsma2,lsma2_grad,lsma2_smooth,lsma2_smooth_grad,lsma3,lsma3_grad,lsma3_smooth,lsma3_smooth_grad,lsma_grad,lsma_long_grad,support_trendline_15,resistance_trendline_15,support_gradient_15,resistance_gradient_15,supertrend_dir,Span_A,Span_B,sr_levels,fixed_resistance_gradient_15,fixed_support_gradient_15,fixed_support_trendline_15,fixed_resistance_trendline_15,ema_short,ema_long,macd_line,macd_signal,lsma_stddev,lsma_slope,prev_lsma_slope_1,prev_lsma_slope_2,lsma_upper_band,lsma_lower_band,stoch_k,stoch_d,be_increment,be_condition_increment,ticket,sr_cross_signal_sell,sr_cross_signal_buy,in_session,retest_buy,retest_sell,is_buy2,is_sell2,signal,tp,sl,be,be_condition,conditions_arr,order_type,lot,first_time_to_trail,last_time_to_trail,sl_updated,time_to_trail,time_tp_hit,time_sl_hit,entry_time,entry_price,exit_time,exit,exit_price,lot_size,type,profit,duration,account_balance,success,win_streak,losing_streak,Week,Month
2024-09-24 04:21:00,2628.33,2628.37,2627.31,2627.93,210,27,0,2624.395776738404,2626.5699000000004,2628.744023261597,2626.8928919545597,0.04233094063010867,2629.5065457916207,2629.1639999999993,-0.5730000000025939,2628.1530000000007,2629.5065457916207,2626.083709640342,0.09960038932149473,2630.041899888765,-0.00022024471627446474,2630.0420100111232,0.08210678531668236,2628.9625650723046,-0.025750092695034255,2628.975440118653,0.040421579533358454,-0.10421060437238339,-0.0258183166465642,,,,,,7.873902765063892,7.873576172378444,[],7.534329654762391e-05,3.710138214938421e-05,2626.225691871635,2628.994451086308,2628.5167946288884,2627.6665724381837,0.7464760408543043,0.8179261406324942,0.7172168430823261,-0.0258183166465642,0.07839228772581919,0.20199703374009914,2630.9409794777853,2628.072112105456,59.74161784983323,74.49232041113443,3.0,8.0,,,,True,False,False,False,True,1.0,2615.93,2631.93,2626.93,2625.93,"8.0,3.0,2625.93",1,0.01,2024-09-24 09:00:00,2024-09-24 09:00:00,False,2024-09-24 09:00:00,,2024-09-24 06:18:10,2024-09-24 04:22:00,2627.93,2024-09-24 06:18:10,auto,2631.8,0.01,fail,-70.47,0 days 01:56:10,629.53,False,0,1,39,9
2024-09-24 04:25:00,2628.3,2628.51,2627.9,2628.21,239,27,0,2624.3546536061476,2626.5973,2628.839946393852,2627.14817189209,0.04333992277179277,2629.6086459028547,2628.8269999999993,-0.1630000000009204,2627.9869999999974,2629.6086459028547,2626.509197979238,0.10751460882465835,2630.0913288839447,-0.05497589914648415,2630.1188168335184,-0.04093103448212787,2629.0334653318514,-0.022357434187142644,2629.044644048945,-0.017835743417890626,-0.017411197629826347,-0.04899962921899714,,,,,,7.873898012185073,7.873576172378444,[],3.2024031081715886e-05,3.409452758115041e-05,2626.671757815032,2629.915170932866,2628.5426473219272,2627.915151858185,0.5364006045024325,0.7037129578541682,0.5884346668449034,-0.04899962921899714,-0.031588431589170796,0.06221357063532196,2630.7855152365446,2628.431776569165,48.27265756264441,57.42220551239745,3.0,8.0,,,,True,False,False,False,True,1.0,2616.21,2632.21,2627.21,2626.21,"8.0,3.0,2626.21",1,0.01,2024-09-24 09:00:00,2024-09-24 09:00:00,False,2024-09-24 09:00:00,,2024-09-24 06:31:02,2024-09-24 04:26:00,2628.21,2024-09-24 06:31:02,auto,2632.03,0.01,fail,-69.56,0 days 02:05:02,559.97,False,0,2,39,9
2024-09-24 04:36:00,2628.92,2629.12,2627.91,2627.97,195,27,0,2624.263317710436,2626.6445499999995,2629.0257822895633,2627.664793565611,0.012457405485292838,2628.919333333333,2629.3830000000007,-0.1709999999984575,2628.5849999999978,2628.919333333333,2627.6857946792743,0.10744480904759257,2629.4243670745273,-0.062358917315577855,2629.455546533185,-0.03576307007642754,2628.6353229514248,-0.10274378939720918,2628.6866948461243,-0.033586577681035124,-0.13562699295607672,-0.18034705228001258,,,,,,7.87386473782402,7.873576172378444,[],-5.90008129547281e-06,2.6291278851562524e-07,2627.312675957209,2629.7871104073915,2628.6633247196028,2628.3238320288096,0.2791690634689985,0.36033600041718117,0.6554592174318377,-0.18034705228001258,-0.04472005932393586,0.037966629586208,2630.2302517681965,2627.608414898469,64.37645965542511,77.62108332381148,3.0,8.0,,,,True,False,False,False,True,1.0,2615.97,2631.97,2626.97,2625.97,"8.0,3.0,2625.97",1,0.01,2024-09-24 09:00:00,2024-09-24 09:00:00,False,2024-09-24 09:00:00,,2024-09-24 06:18:10,2024-09-24 04:37:00,2627.97,2024-09-24 06:18:10,auto,2631.8,0.01,fail,-69.74,0 days 01:41:10,490.23,False,0,3,39,9
2024-09-24 04:47:00,2628.92,2628.94,2628.22,2628.44,170,27,0,2624.1294443061047,2626.717049999999,2629.304655693893,2628.15775749252,0.011520102345912164,2629.063110863922,2629.5390000000016,-0.36899999999877764,2628.7730000000006,2629.063110863922,2628.700866407119,0.07922506488648651,2629.349258435295,0.012746755649914121,2629.34288505747,0.07566036336402249,2628.710334445683,0.028817945867103845,2628.6959254727503,0.07616462736496032,-0.05031219873808368,0.01018909899994469,,,,,,7.873984587659773,7.873576172378444,[],8.884837803055066e-06,2.1406299331373857e-05,2627.6203859979883,2629.710516120693,2629.0293707894143,2628.7498532195755,0.23176939240784122,0.27525546352667374,0.5279001528976105,0.01018909899994469,0.06050129773802837,0.1973340748982082,2630.118911169717,2628.0073105581264,61.44322125505414,80.45286453888957,3.0,8.0,,,,True,False,False,False,True,1.0,2616.44,2632.44,2627.44,2626.44,"8.0,3.0,2626.44",1,0.01,2024-09-24 09:00:00,2024-09-24 09:00:00,False,2024-09-24 09:00:00,,2024-09-24 06:31:03,2024-09-24 04:48:00,2628.44,2024-09-24 06:31:03,auto,2632.51,0.01,fail,-74.12,0 days 01:43:03,416.11,False,0,4,39,9
2024-09-24 06:59:00,2634.29,2634.47,2633.77,2633.79,102,29,0,2623.7455538954205,2629.068249999997,2634.3909461045737,2632.977105589606,0.03317936368966912,2635.076961809416,2634.5230000000006,-0.09699999999702413,2633.94,2635.076961809416,2633.521363181313,0.10221738969221406,2635.422573229513,-0.10445012977652368,2635.474798294399,-0.0983563218405834,2634.8053533555835,-0.1058850574686403,2634.8582958843185,-0.09044123099602075,-0.04862365591816342,-0.13971004820314192,,,,,,7.875939031636429,7.875397157804915,[],-2.5173070930056473e-05,3.723534137846925e-06,2633.6872375975763,2635.8200767691565,2634.3826071261824,2633.9962603919953,0.30708021268628727,0.5071421856880151,0.4764451699011603,-0.13971004820314192,-0.0910863922849785,-0.04695958472711936,2636.029852149218,2634.1240714696137,16.39998894600148,21.541531154392477,3.0,8.0,,,,True,False,False,False,True,1.0,2621.79,2637.79,2632.79,2631.79,"8.0,3.0,2631.79",1,0.01,2024-09-24 08:46:00,2024-09-24 08:46:00,False,2024-09-24 08:46:00,,2024-09-24 07:55:51,2024-09-24 07:00:00,2633.79,2024-09-24 07:55:51,auto,2637.64,0.01,fail,-70.12,0 days 00:55:51,345.99,False,0,5,39,9
2024-09-24 07:28:00,2635.57,2635.7,2635.12,2635.16,158,29,0,2624.99660051187,2630.3183999999983,2635.6401994881267,2633.83218151558,0.05419667283331364,2634.942938820913,2635.8919999999994,-0.005000000000109139,2635.275,2634.942938820913,2634.1717583426025,0.0018327771595068043,2635.1527905079743,0.1931249536528412,2635.0562280311465,0.21801001112589802,2634.548457545422,0.20023433444748662,2634.448340378201,0.23615832406585469,-0.05519391917005123,0.1646065999275379,,,,,,7.876399989100976,7.876129323987202,[],6.414133174045056e-05,7.037453564418607e-05,2633.0839582426834,2634.57070683667,2634.8805072475666,2634.3991853847087,0.431803605803907,0.2962514025063863,0.5503618938481514,0.1646065999275379,0.21980051909758913,0.26223433444056354,2636.043662608609,2633.8422150332167,82.96296296295732,89.74053724053567,3.0,8.0,,,,True,False,False,False,True,1.0,2623.16,2639.16,2634.16,2633.16,"8.0,3.0,2633.16",1,0.01,2024-09-24 08:46:00,2024-09-24 08:46:00,False,2024-09-24 08:46:00,2024-09-24 10:39:18,2024-09-24 08:15:58,2024-09-24 07:29:00,2635.16,2024-09-24 08:15:58,auto,2639.18,0.01,fail,-73.21,0 days 00:46:58,272.78000000000003,False,0,6,39,9
2024-09-24 07:58:00,2637.43,2637.7,2637.34,2637.59,105,27,0,2624.9646812385517,2631.450949999997,2637.9372187614426,2635.640890109305,0.07955550574251902,2637.292749721913,2637.901000000001,-0.09099999999853026,2637.3630000000003,2637.292749721913,2635.610289136075,0.1033874490171911,2637.4540622914374,0.1301572117199612,2637.3889836855765,0.1583107156116057,2636.9381690767523,0.14914349277114525,2636.863597330369,0.1705309603275964,-0.017862810528185946,0.12559955506230835,,,,,,7.876987991881713,7.8766282242731265,"[2626.543461509203, 2626.5522478958455, 2626.5279234490104, 2629.243640522687, 2629.247556607492, 2629.2277350592644, 2629.2500610428933, 2629.261243761004, 2629.250230939879, 2629.2339778513306, 2629.2439884780474, 2629.235007071397, 2629.2723129477695, 2629.251857506888, 2629.2302615891476, 2626.5426285768176, 2626.552375456024, 2626.5304992862975]",4.30394950131592e-05,1.1147008087055756e-05,2635.418893939404,2637.1643863996346,2637.0308214504503,2636.417525605983,0.5376569647237375,0.45307167057872466,0.8279913301128404,0.12559955506230835,0.1434623655904943,0.21727771598079926,2638.9487323821386,2635.6367670616874,78.57142857143266,86.65672838211002,3.0,8.0,,,,True,False,False,False,True,1.0,2625.59,2633.59,2630.59,2619.59,"8.0,3.0,2635.59",1,0.01,2024-09-24 08:39:00,2024-09-24 08:58:00,True,,2024-09-24 08:58:48,2024-09-24 13:21:40,2024-09-24 07:59:00,2637.59,2024-09-24 08:58:48,auto,2625.71,0.01,success,216.25,0 days 00:59:48,489.03000000000003,True,1,0,39,9
2024-09-24 09:02:00,2627.8,2627.8,2625.9,2627.29,313,27,0,2627.2051799317755,2633.7475499999946,2640.2899200682136,2632.9673544899456,-0.23172875469163046,2627.2190708194294,2627.5989999999993,0.13800000000082946,2625.5419999999995,2627.2190708194294,2634.528479069336,-0.2862236929922801,2628.3017582499074,-0.32906859473496297,2628.4662925472758,-0.3191672228394964,2626.3649343715238,-0.44419206525935806,2626.5870304041564,-0.4511119762692033,-0.07831516499891222,-0.3505050055614447,,,,,,7.874960413920913,7.8756469227554,"[2629.2137421854572, 2626.5390506735575, 2626.541222932972, 2626.5471679260304, 2626.5290972487064, 2626.5349514189325, 2626.543749647205, 2626.5314991204004, 2626.5340037734027, 2629.2148297952635, 2626.5426285768176, 2626.552375456024, 2626.5304992862975, 2626.528424339093, 2626.5379578365046, 2626.557028163843, 2626.5267355987735, 2626.533028411748, 2626.5351337286156, 2626.5370928830953, 2629.251857506888, 2629.2302615891476, 2629.26588232009, 2629.2290140497244, 2629.2659945291266, 2629.243064386655, 2629.218910829037, 2629.2343514533322, 2629.2310207548867, 2629.2771880146565, 2629.2714044306445, 2626.543461509203, 2626.5522478958455, 2626.5279234490104, 2629.243640522687, 2629.247556607492, 2629.2277350592644, 2629.2500610428933, 2629.261243761004, 2629.250230939879, 2629.2339778513306, 2629.2439884780474, 2629.235007071397, 2629.2723129477695, 2629.237433327452, 2629.2396640160896, 2629.2233853169346, 2629.2390029525986, 2629.247151907293, 2629.254735134667, 2629.262313098588, 2629.270721220338, 2629.2298262875224, 2629.242558763441, 2629.228239005926, 2629.227529962961, 2629.259758190832, 2629.2364547701186, 2629.2340534451005]",-0.00010496530577479404,-0.00013492227034494274,2627.8814110903922,2633.6941106690547,2628.6028125680095,2630.89386472139,-2.0236483203129865,-1.7994221586771468,1.5605676622961613,-0.3505050055614447,-0.2721898405625325,-0.5421431219888291,2630.3402061440215,2624.097935494837,26.81412495149441,18.197011645805972,3.0,8.0,,,,True,False,False,True,False,0.0,2639.29,2623.29,2628.29,2629.29,"8.0,3.0,2629.29",0,0.01,2024-09-24 09:12:00,2024-09-24 09:12:00,False,2024-09-24 09:12:00,2024-09-24 08:16:04,2024-09-24 10:39:18,2024-09-24 09:03:00,2627.29,2024-09-24 08:16:04,auto,2639.29,0.01,success,218.43,-1 days +23:13:04,707.46,True,2,0,39,9
2024-09-24 09:06:00,2627.2,2628.3,2627.18,2627.74,258,27,0,2627.089078480962,2633.7220999999954,2640.3551215190287,2632.1190850576345,-0.17873816561768763,2626.270015572859,2627.7809999999986,0.2969999999995707,2626.3830000000003,2626.270015572859,2633.3119762513898,-0.310221839080441,2627.1299480904686,-0.16702187616147057,2627.2134590285505,-0.2295661846501389,2625.2159673711535,-0.118213570631724,2625.2750741564723,-0.22536447905167734,0.12368186874300591,-0.1070226177234872,,,,,,7.874640220811175,7.8756469227554,"[2629.2137421854572, 2626.5390506735575, 2626.541222932972, 2626.5471679260304, 2626.5290972487064, 2626.5349514189325, 2626.543749647205, 2626.5314991204004, 2626.5340037734027, 2629.2148297952635, 2626.5426285768176, 2626.552375456024, 2626.5304992862975, 2626.528424339093, 2626.5379578365046, 2626.557028163843, 2626.5267355987735, 2626.533028411748, 2626.5351337286156, 2626.5370928830953, 2629.251857506888, 2629.2302615891476, 2629.26588232009, 2629.2290140497244, 2629.2659945291266, 2629.243064386655, 2629.218910829037, 2629.2343514533322, 2629.2310207548867, 2629.2771880146565, 2629.2714044306445, 2626.543461509203, 2626.5522478958455, 2626.5279234490104, 2629.243640522687, 2629.247556607492, 2629.2277350592644, 2629.2500610428933, 2629.261243761004, 2629.250230939879, 2629.2339778513306, 2629.2439884780474, 2629.235007071397, 2629.2723129477695, 2629.237433327452, 2629.2396640160896, 2629.2233853169346, 2629.2390029525986, 2629.247151907293, 2629.254735134667, 2629.262313098588, 2629.270721220338, 2629.2298262875224, 2629.242558763441, 2629.228239005926, 2629.227529962961, 2629.259758190832, 2629.2364547701186, 2629.2340534451005]",-0.00014432636246211066,-0.00020220093584124164,2626.9900075080495,2632.4979583077766,2627.9553642662454,2629.9266207289106,-1.7122791806641544,-1.823964611583854,0.8379215357300879,-0.1070226177234872,-0.2307044864664931,-0.25462143121740155,2627.9458586443193,2624.5941725013986,31.52289624833502,29.18568149423886,3.0,8.0,,,,True,False,False,True,False,0.0,2639.74,2623.74,2628.74,2629.74,"8.0,3.0,2629.74",0,0.01,2024-09-24 10:24:00,2024-09-24 10:24:00,False,2024-09-24 10:24:00,2024-09-24 08:17:27,2024-09-24 10:39:17,2024-09-24 09:07:00,2627.74,2024-09-24 08:17:27,auto,2639.57,0.01,success,215.33,-1 days +23:10:27,922.7900000000001,True,3,0,39,9
2024-09-24 09:09:00,2628.03,2628.09,2626.69,2627.93,304,27,0,2627.0525609414326,2633.7140499999964,2640.37553905856,2631.612095332456,-0.15028960540621483,2626.069365220613,2628.4200000000023,-0.06199999999944339,2626.8530000000005,2626.069365220613,2632.373699147199,-0.3117997404528978,2626.915830923252,-0.08948312939583047,2626.960572487951,-0.053963663329341216,2625.012949202819,-0.04318650352024633,2625.034542454582,-0.04958991471994523,0.03161290322032073,0.005823507598051947,,,,,,7.874579366260857,7.8756469227554,"[2629.2137421854572, 2626.5390506735575, 2626.541222932972, 2626.5471679260304, 2626.5290972487064, 2626.5349514189325, 2626.543749647205, 2626.5314991204004, 2626.5340037734027, 2629.2148297952635, 2626.5426285768176, 2626.552375456024, 2626.5304992862975, 2626.528424339093, 2626.5379578365046, 2626.557028163843, 2626.5267355987735, 2626.533028411748, 2626.5351337286156, 2626.5370928830953, 2629.251857506888, 2629.2302615891476, 2629.26588232009, 2629.2290140497244, 2629.2659945291266, 2629.243064386655, 2629.218910829037, 2629.2343514533322, 2629.2310207548867, 2629.2771880146565, 2629.2714044306445, 2626.543461509203, 2626.5522478958455, 2626.5279234490104, 2629.243640522687, 2629.247556607492, 2629.2277350592644, 2629.2500610428933, 2629.261243761004, 2629.250230939879, 2629.2339778513306, 2629.2439884780474, 2629.235007071397, 2629.2723129477695, 2629.237433327452, 2629.2396640160896, 2629.2233853169346, 2629.2390029525986, 2629.247151907293, 2629.254735134667, 2629.262313098588, 2629.270721220338, 2629.2298262875224, 2629.242558763441, 2629.228239005926, 2629.227529962961, 2629.259758190832, 2629.2364547701186, 2629.2340534451005]",-0.00010599456430146084,-0.00013450795752617748,2625.400679564011,2631.723129105347,2627.8450295122316,2629.4568098810764,-1.3760519481552365,-1.6607298093197531,0.44101951693742947,0.005823507598051947,-0.025789395622268785,-0.1806844642219403,2626.9514042544874,2625.187326186738,45.9535551552034,38.86667501365442,3.0,8.0,,,,True,False,False,True,False,0.0,2639.93,2623.93,2628.93,2629.93,"8.0,3.0,2629.93",0,0.01,2024-09-24 12:50:00,2024-09-24 12:50:00,False,2024-09-24 12:50:00,2024-09-24 08:17:34,2024-09-24 10:39:13,2024-09-24 09:10:00,2627.93,2024-09-24 08:17:34,auto,2639.8,0.01,success,216.05,-1 days +23:07:34,1138.8400000000001,True,4,0,39,9
