time,open,high,low,close,tick_volume,spread,real_volume,bb_lower,bb_middle,bb_upper,ema_50,ema_50_grad,lsma,lsma_high,lsma_high_grad,lsma_low,lsma_long,long_smooth,long_smooth_grad,lsma2,lsma2_grad,lsma2_smooth,lsma2_smooth_grad,lsma3,lsma3_grad,lsma3_smooth,lsma3_smooth_grad,lsma_grad,lsma_long_grad,support_trendline_15,resistance_trendline_15,support_gradient_15,resistance_gradient_15,supertrend_dir,Span_A,Span_B,sr_levels,fixed_resistance_gradient_15,fixed_support_gradient_15,fixed_support_trendline_15,fixed_resistance_trendline_15,ema_short,ema_long,macd_line,macd_signal,lsma_stddev,lsma_slope,prev_lsma_slope_1,prev_lsma_slope_2,lsma_upper_band,lsma_lower_band,stoch_k,stoch_d,be_increment,be_condition_increment,ticket,sr_cross_signal_sell,sr_cross_signal_buy,in_session,retest_buy,retest_sell,is_buy2,is_sell2,signal,tp,sl,be,be_condition,conditions_arr
2024-12-02 02:12:00,2645.88,2645.98,2645.38,2645.38,87,27,0,2644.838270179173,2646.1655,2647.492729820827,2646.5153492807526,-0.0463407869697221,2645.966286985538,2645.957,-0.005999999998493877,2645.1019999999994,2645.966286985538,2645.7091336299595,0.0050151093805652636,2646.488745272524,-0.10926065999456114,2646.5433756025222,-0.12146496106834093,2645.61406377456,-0.09021727846356953,2645.6591724137925,-0.12908416759728425,-0.025749351136255427,-0.1177041156879568,,,,,,,,[],-2.378671854448443e-05,-1.8425648815637173e-05,2645.2808503133965,2647.820504077369,2645.8596151948514,2646.079092177345,-0.19219851919115172,-0.07876183400242981,0.47926841569926987,-0.1177041156879568,-0.09195476455170137,-0.18895661846681833,2646.9248238169366,2645.007750154139,19.274376417236294,13.166435914026797,2.0,3.0,,,,True,False,False,True,False,0.0,2647.38,2644.38,2647.38,2675.38,"3.0,2.0,2675.38"
2024-12-02 02:17:00,2644.96,2645.13,2644.75,2644.76,100,27,0,2644.162152288563,2645.8070000000002,2647.4518477114375,2646.2118968105397,-0.05926109430765791,2645.0829655172433,2645.1140000000014,-0.05100000000084037,2644.52,2645.0829655172433,2645.7936417686315,0.021653893214534037,2645.5453726362607,-0.19041082684589128,2645.640578049685,-0.19393177604933953,2644.8072235817567,-0.11006525769653308,2644.8622562106057,-0.13032814238158608,-0.0136462736327303,-0.16688468668598944,,,,,,,,[],-6.666687985202494e-05,-3.100066284286706e-05,2644.833799739543,2647.065142490191,2645.273190517317,2645.6820030169815,-0.3637984414649509,-0.2436991070963592,0.4477862213197668,-0.16688468668598944,-0.15323841305325914,-0.20686392287188937,2645.978537959883,2644.1873930746037,21.36796113881694,15.32363295547142,2.0,3.0,,,,True,False,False,True,False,0.0,2646.76,2643.76,2646.76,2674.76,"3.0,2.0,2674.76"
2024-12-02 02:21:00,2645.05,2645.35,2644.54,2644.57,116,27,0,2643.748436915013,2645.4109999999996,2647.0735630849863,2645.9619332441553,-0.056813601802332414,2644.606019280683,2645.0559999999987,0.181999999999789,2644.1340000000014,2644.606019280683,2645.8551357990355,0.012240063032550097,2645.064659251022,-0.02346533184800137,2645.076391916947,-0.06419428994968257,2644.23061179088,-0.021996292176027055,2644.2416099369684,-0.10110159436408139,-0.028708935854865558,-0.06527030033294068,,,,,,7.880707389806734,7.881028217793533,[],-4.720805605431504e-05,-4.998344037958756e-05,2644.7367069059997,2646.7390175671217,2644.916898650749,2645.3761086338995,-0.40574870978616673,-0.343990794034882,0.3498162783189779,-0.06527030033294068,-0.03656136447807512,-0.2431991101211679,2645.305651837321,2643.906386724045,25.86594109009499,20.292743304103045,2.0,3.0,,,,True,False,False,True,False,0.0,2646.57,2643.57,2646.57,2674.57,"3.0,2.0,2674.57"
2024-12-02 02:27:00,2644.2,2644.97,2643.84,2644.61,122,27,0,2643.3147357051366,2644.6769999999997,2646.0392642948627,2645.541088599036,-0.03800361628736937,2643.8255424545796,2644.495,0.32999999999992724,2643.78,2643.8255424545796,2645.806075287356,-0.024306099369368894,2644.2286147571376,-0.0767615869472138,2644.2669955506126,-0.11641119762634844,2643.5021542454583,-0.09785168706002878,2643.5510800889883,-0.09386132740155517,0.04712272895949354,-0.06450797182105816,,,,,,7.880594898969919,7.881028217793533,[],-2.4789260518457815e-05,-4.5194681610289337e-05,2643.981168146333,2645.6991855860006,2644.379604154757,2644.8718961931004,-0.4289759891576068,-0.4477245210776307,0.5558712595110586,-0.06450797182105816,-0.1116307007805517,-0.1200296625838746,2644.937284973602,2642.7137999355573,43.05568827308179,31.576153315285737,2.0,3.0,,,,True,False,False,True,False,0.0,2646.61,2643.61,2646.61,2674.61,"3.0,2.0,2674.61"
2024-12-02 02:50:00,2636.2,2638.33,2636.1,2638.29,241,27,0,2630.3695840378095,2638.205500000001,2646.0414159621923,2641.035059826704,-0.11204325823291583,2634.408015572858,2636.7810000000013,1.3650000000025102,2634.9160000000006,2634.408015572858,2642.233445179829,-0.2941982573229325,2635.406082313679,-0.10507971821198225,2635.4586221727855,-0.2649762699306848,2633.100814238043,-0.1974438264719538,2633.199536151278,-0.33249610678558383,0.3743322209907092,0.028085279942843044,,,,,,7.877209373801854,7.878094708827227,[],-0.00013281194265733992,-0.00036734418880492945,2634.9131351584983,2642.230087723032,2636.36436742206,2638.604133585467,-1.9581095716948766,-2.1302389276410403,2.191023488836717,0.028085279942843044,-0.34624694104786613,-0.5788587319239014,2638.7900625505313,2630.0259685951846,54.32812580464136,41.9621151321569,2.0,3.0,,,,True,False,False,True,False,0.0,2640.29,2637.29,2640.29,2668.29,"3.0,2.0,2668.29"
2024-12-02 03:11:00,2633.42,2633.51,2631.67,2632.31,352,27,0,2631.172893587965,2634.869500000001,2638.5661064120372,2637.3778998643515,-0.2068530556875885,2633.990763811645,2633.5719999999997,-0.23300000000017462,2631.8869999999997,2633.990763811645,2636.78170860215,-0.23934775676661957,2634.9958086763077,-0.16939414163971378,2635.080505747127,-0.1264197256209627,2633.3026466444203,-0.08193548386861949,2633.3436143863537,-0.05593770856376068,-0.10172487949103015,-0.15313088616585446,,,,,,7.87715478836741,7.878094708827227,[],-0.0001441953417954022,-0.00011845541357334972,2632.862462420373,2638.346861552693,2633.707405162239,2635.129078992315,-1.2191456115006076,-1.1751873196068239,0.9238960594372707,-0.15313088616585446,-0.05140600667482431,-0.08603114572133563,2635.8385559305198,2632.1429716927705,15.662319135930346,13.714557707771336,2.0,3.0,,,,True,False,False,True,False,0.0,2634.31,2631.31,2634.31,2662.31,"3.0,2.0,2662.31"
2024-12-02 03:14:00,2632.56,2633.04,2631.97,2632.32,280,27,0,2630.4395246297327,2634.221000000001,2638.002475370269,2636.7989679771813,-0.18281501947694778,2632.9928817204304,2632.986000000001,-0.07399999999915963,2631.6380000000004,2632.9928817204304,2636.018787449017,-0.2623434742304198,2634.100628105301,-0.4595350389340638,2634.3303956247673,-0.3357022617738039,2632.3072280311453,-0.4416151279215228,2632.5280355951054,-0.4495050055620595,0.03462736373421649,-0.3952220986293469,,,,,,7.876965403173897,7.877928502374619,[],-0.00014330382309065776,-6.0672531009838197e-05,2632.0601651042425,2637.2149070067094,2633.142902262604,2634.5383538716114,-1.194540506775411,-1.1965110210601286,0.531559363779341,-0.3952220986293469,-0.42984946236356336,-0.1728105302217955,2634.056000447989,2631.929762992872,15.560302679666181,13.650369861664252,2.0,3.0,,,,True,False,False,True,False,0.0,2634.32,2631.32,2634.32,2662.32,"3.0,2.0,2662.32"
2024-12-02 04:09:00,2635.11,2635.28,2633.67,2633.87,314,27,0,2633.436471590684,2635.6005000000014,2637.7645284093187,2634.70677667785,-0.034154150116137316,2635.071664812755,2635.021000000001,0.0709999999990032,2633.500999999999,2635.071664812755,2634.1973224323324,0.22458757879167024,2636.034791249536,-0.28103670745394993,2636.175309603258,-0.2795569150907795,2634.4739147200617,-0.2728194289943531,2634.610324434558,-0.2560430107528191,-0.14794215795200216,-0.3359362254354892,,,,,,7.875932227872819,7.875103209160715,[],-3.1516752741425736e-06,-6.633714788755005e-05,2633.989098251319,2638.105972482359,2634.9885512736723,2635.0283164551797,-0.08131637442693318,0.28742053528958716,1.3507537578524753,-0.3359362254354892,-0.18799406748348702,-0.27394067482327955,2637.77317232846,2632.37015729705,32.909860859043086,23.496517598149826,2.0,3.0,,,,True,False,False,True,False,0.0,2635.87,2632.87,2635.87,2663.87,"3.0,2.0,2663.87"
2024-12-02 04:35:00,2631.4,2632.36,2631.17,2632.09,253,27,0,2627.542946624181,2630.2030000000013,2632.863053375822,2632.097251171725,-0.0002959661928798596,2630.20097144976,2632.8,-0.1299999999996544,2631.4030000000002,2630.20097144976,2632.643186800148,-0.20985081572143827,2630.557990359661,0.31827734520129525,2630.398851687055,0.3790504264015908,2629.5338628105337,0.3116173526163948,2629.378054134223,0.32691509084361314,0.043755283646532916,0.32584427141136985,,,,,,7.875333874454677,7.8754081185930085,[],5.8424516988147233e-05,7.304381424486013e-05,2628.4241046706074,2631.8607043477164,2631.2949907558727,2631.38903013274,-0.03739717513371943,-0.4474703021099133,0.981249203872414,0.32584427141136985,0.28208898776483693,0.5113696700041146,2632.163469857505,2628.238473042015,76.60736485265512,84.05301743502827,2.0,3.0,,,,True,False,False,False,True,1.0,2630.09,2633.09,2630.09,2602.09,"3.0,2.0,2602.09"
2024-12-02 04:58:00,2628.78,2628.8,2626.47,2626.47,288,27,0,2627.9650064307284,2630.3985000000016,2632.831993569275,2630.9721015276373,-0.18375924602605664,2629.6798909899917,2629.5090000000014,-0.70699999999988,2627.213999999999,2629.6798909899917,2630.079937430479,-0.02861655543165398,2630.5211931776053,-0.3706540600669541,2630.7065202076333,-0.37487208008815287,2629.1998272154246,-0.4797389692243996,2629.4396967000353,-0.45918057100379883,-0.23661920652557455,-0.5588290693344788,,,,,,7.875032095627631,7.875601338553111,[],-2.882137984166952e-06,-6.540221837111505e-05,2628.3819898545203,2632.103718580157,2629.6307982402145,2630.291829652355,-0.5954535008445418,-0.2316497382848316,1.6346952534182608,-0.5588290693344788,-0.3222098628089043,-0.3809566184640971,2632.949281496828,2626.4105004831554,16.642374710137272,28.023325192151983,2.0,3.0,,,,True,False,False,True,False,0.0,2628.47,2625.47,2628.47,2656.47,"3.0,2.0,2656.47"
2024-12-02 05:11:00,2626.09,2627.19,2625.94,2625.96,257,27,0,2622.461691241143,2626.860000000002,2631.258308758861,2628.7280146225276,-0.11298018867455539,2624.532496848348,2626.5660000000007,0.5220000000017535,2625.402000000002,2624.532496848348,2629.349433722655,-0.10476831664800557,2625.4046236559134,-0.08812680756682312,2625.448687059691,-0.15024323322450073,2624.034209121247,-0.11250871338461366,2624.090463477938,-0.1695743418613347,-0.06542009641088953,-0.19909454950402505,,,,,,7.874017218376794,7.874958467026311,[],-9.636909513068863e-05,-0.0001282074964836032,2625.332229548076,2630.008592795767,2625.9518763845113,2627.2248463827696,-1.1088589340515682,-1.216182502102588,0.5249472764187872,-0.19909454950402505,-0.13367445309313553,-0.3189543937724011,2625.5823914011853,2623.4826022955103,33.24858702670023,24.997601721452714,2.0,3.0,,,,True,False,False,True,False,0.0,2627.96,2624.96,2627.96,2655.96,"3.0,2.0,2655.96"
2024-12-02 05:31:00,2627.61,2628.26,2627.48,2628.13,190,27,0,2625.257335068475,2627.1065000000012,2628.9556649315273,2627.9106621492683,0.008952565336130647,2628.1036878012615,2628.3510000000006,0.0660000000002583,2627.432000000002,2628.1036878012615,2626.92862773452,-0.07910229885010267,2628.394685947348,0.10545420838116115,2628.341958843152,0.15309417871731057,2627.453182795698,0.1626889136077807,2627.371838338894,0.1745268817203396,0.041107156097496045,0.16943047830727664,,,,,,7.873934673868409,7.87423935776284,[],2.812797226857988e-05,3.4866438056234334e-05,2625.333845294239,2628.39675390407,2627.5121198332167,2627.3285154208847,0.19647889572070198,0.02788226324928919,0.5325075453475001,0.16943047830727664,0.1283233222097806,0.2945517241446396,2629.1687028919564,2627.0386727105665,84.64163822525329,80.91749693913397,2.0,3.0,,,,True,False,False,False,True,1.0,2626.13,2629.13,2626.13,2598.13,"3.0,2.0,2598.13"
2024-12-02 05:58:00,2629.53,2629.92,2629.31,2629.38,130,27,0,2625.8022979218185,2628.6570000000006,2631.5117020781827,2628.285142276157,0.044688070360734855,2629.841635150167,2630.0709999999985,-0.06800000000066575,2629.412000000002,2629.841635150167,2627.4585850203935,0.12911132740100584,2630.1313926585103,0.1532584352971753,2630.0547634408576,0.17232851316339293,2629.4547912495364,0.19698628105152238,2629.356298109011,0.19833852428700993,-0.027578791245105094,0.14092473118535054,,,,,,7.87437144549453,7.874005756828746,[],9.242892325041091e-05,8.028095565545207e-05,2626.9886239607513,2629.916981425921,2629.3558813372356,2628.643055178104,0.6358036698343312,0.6213473131879785,0.5052792722584792,0.14092473118535054,0.16850352243045563,0.2554356692635338,2630.852193694684,2628.8310766056497,66.35071090047417,69.00077024042513,2.0,3.0,,,,True,False,False,False,True,1.0,2627.38,2630.38,2627.38,2599.38,"3.0,2.0,2599.38"
2024-12-02 06:11:00,2628.61,2628.62,2628.21,2628.55,119,27,0,2627.6640198695854,2628.9545000000003,2630.244980130415,2628.399007850678,0.006162944870084175,2628.9345925101948,2628.608,-0.05399999999690408,2627.7849999999976,2628.9345925101948,2628.425001427512,0.020772617723196163,2629.400935854654,-0.17774860956524208,2629.4898101594326,-0.18067296996605364,2628.536395253985,-0.1685984427135736,2628.6206944753417,-0.2101572117185242,0.06266147571432157,-0.12364923989753152,,,,,,7.873993072868496,7.873821457950882,[],-3.573897382685398e-05,-4.7986861885843095e-05,2627.9941641112246,2630.369669338695,2628.6212791104344,2628.5871543386083,0.011990724357929139,0.1360858201449815,0.4744018791979182,-0.12364923989753152,-0.18631071561185308,-0.26347868001221286,2629.883396268591,2627.9857887517987,37.87452405013121,32.994123103279044,2.0,3.0,,,,True,False,False,True,False,0.0,2630.55,2627.55,2630.55,2658.55,"3.0,2.0,2658.55"
