time,open,high,low,close,tick_volume,spread,real_volume,hourly_time,time2,prev_hour_lsma_slope,prev_hour_macd_line,hour_lsma,fixed_support_gradient,fixed_resistance_gradient,prev_hour_lsma,fixed_support_trendline,fixed_resistance_trendline,ema_short,ema_long,lsma,macd_line,macd_signal,lsma_stddev,lsma_slope,prev_lsma_slope_1,prev_lsma_slope_2,lsma_upper_band,lsma_lower_band,stoch_k,stoch_d,is_buy2,is_sell2,tp,sl,be,be_condition
2024-05-29 02:30:00,68501.734,68517.641,68425.141,68464.641,654,36421,0,2024-05-29 02:00:00,2024-05-29 02:00:00,,,,,,,,,,,,,,,,,,,,,,False,False,,,,
2024-05-29 02:45:00,68457.641,68481.039,68360.641,68422.234,924,36421,0,2024-05-29 02:00:00,2024-05-29 02:00:00,,,,,,,,,68479.53000000001,,,,,,,,,,,,,False,False,,,,
2024-05-29 03:00:00,68422.438,68453.734,68283.156,68401.234,1079,36421,0,2024-05-29 03:00:00,2024-05-29 03:00:00,,,,,,,,,68467.48446153848,,,,,,,,,,,,,False,False,,,,
2024-05-29 03:15:00,68401.234,68473.734,68360.844,68405.734,1151,36421,0,2024-05-29 03:00:00,2024-05-29 03:00:00,,,,,,,,,68457.98439053255,,,,,,,,,,,,,False,False,,,,
2024-05-29 03:30:00,68397.336,68629.734,68393.008,68564.813,1164,36421,0,2024-05-29 03:00:00,2024-05-29 03:00:00,,,,,,,,,68474.41956121985,,,,,,,,,,,,,False,False,,,,
2024-05-29 03:45:00,68564.953,68595.938,68463.18,68514.938,1498,36421,0,2024-05-29 03:00:00,2024-05-29 03:00:00,,,,,,,,,68480.65316718603,,,,,,,,,,,53.079606828740616,,False,False,,,,
2024-05-29 04:00:00,68514.938,68621.734,68458.742,68458.742,1630,36421,0,2024-05-29 04:00:00,2024-05-29 04:00:00,,,,,,,,,68477.28221838818,,,,,,,,,,,56.21325670985627,,False,False,,,,
2024-05-29 04:15:00,68458.742,68506.539,68323.211,68472.891,1719,36421,0,2024-05-29 04:00:00,2024-05-29 04:00:00,,,,,,,,,68476.60664632847,,68494.64738149302,,,,,,,,,48.71391345920052,52.66892566593247,False,False,,,,
2024-05-29 04:30:00,68472.773,68722.336,68430.906,68697.938,1120,36421,0,2024-05-29 04:00:00,2024-05-29 04:00:00,,,,,,,,,68510.6576238164,,68521.11306363941,,,,26.465682146386825,,,,,61.285813167739484,55.40432777893209,False,False,,,,
2024-05-29 04:45:00,68697.938,68740.734,68562.109,68585.938,1906,36421,0,2024-05-29 04:00:00,2024-05-29 04:00:00,,,,,,,,,68522.23922015233,,68530.58420605434,,,,9.471142414928181,26.465682146386825,,,,69.01770422832206,59.67247695175402,False,False,,,,
2024-05-29 05:00:00,68587.734,68651.734,68456.242,68527.438,1903,36421,0,2024-05-29 05:00:00,2024-05-29 05:00:00,,,,,,,,,68523.03903243659,,68523.74194977635,,,,-6.842256277988781,9.471142414928181,26.465682146386825,,,71.33369801621812,67.21240513742656,False,False,,,,
2024-05-29 05:15:00,68527.445,68949.734,68503.094,68931.867,1406,36421,0,2024-05-29 05:00:00,2024-05-29 05:00:00,,,,,,,,,68585.93564283095,,68591.72070106634,,,,67.97875128999294,-6.842256277988781,9.471142414928181,,,72.29201357091652,70.88113860515223,False,False,,,,
2024-05-29 05:30:00,68931.875,68942.141,68619.859,68650.336,1885,36421,0,2024-05-29 05:00:00,2024-05-29 05:00:00,,,,,,,,,68595.84339008773,,68615.47482903338,,,,23.754127967040404,67.97875128999294,-6.842256277988781,,,68.59659684851025,70.7407694785483,False,False,,,,
2024-05-29 05:45:00,68640.57,68791.734,68620.141,68703.039,1524,36421,0,2024-05-29 05:00:00,2024-05-29 05:00:00,,,,,,,,,68612.33502238193,,68651.36338252497,,,,35.888553491589846,23.754127967040404,67.97875128999294,,,71.79824916713939,70.89561986218871,False,False,,,,
2024-05-29 06:00:00,68693.039,68831.734,68690.383,68831.734,1516,36421,0,2024-05-29 06:00:00,2024-05-29 06:00:00,,,,,,,,,68646.08871124624,,68705.23343068454,,,146.0325505566403,53.870048159573344,35.888553491589846,23.754127967040404,68903.877373936,68508.08948743308,66.79093319411486,69.06192640325483,False,False,,,,
2024-05-29 06:15:00,68840.836,68901.734,68739.375,68767.82,2118,36421,0,2024-05-29 06:00:00,2024-05-29 06:00:00,,,,,,,,,68664.81660182374,68548.80084615386,68748.7784506364,,,144.83497893847448,43.54501995185274,53.870048159573344,35.888553491589846,68945.80567220334,68553.25122906946,72.66591456663802,70.41836564263076,False,False,,,,
2024-05-29 06:30:00,68768.813,68881.734,68748.609,68881.734,1503,36421,0,2024-05-29 06:00:00,2024-05-29 06:00:00,,,,,,,,,68698.18850923548,68573.46256125357,68793.35839525283,,,155.54562831350168,44.57994461643102,43.54501995185274,53.870048159573344,69004.84499347606,68583.3717970296,81.38445461849629,73.61376745974972,False,False,,,,
2024-05-29 06:45:00,68880.086,68891.641,68763.719,68843.836,1311,36421,0,2024-05-29 06:00:00,2024-05-29 06:00:00,,,,,,,,,68720.59581550694,68593.49022338293,68830.2320804954,,,159.28774979115389,36.873685242579086,44.57994461643102,43.54501995185274,69046.77054271346,68615.19361827735,81.65107542038321,78.56714820183917,False,False,,,,
2024-05-29 07:00:00,68840.109,68867.938,68781.266,68839.641,1127,36421,0,2024-05-29 07:00:00,2024-05-29 07:00:00,,,68776.47201190479,0.0007274686103138022,0.0009396502305794249,,68678.93113850863,69348.76121951384,68738.91045927511,68611.72361424346,68857.6309091847,89.56320730452717,,161.34671690130594,27.39882868929999,36.873685242579086,44.57994461643102,69076.94897700148,68639.81284136794,84.89063184166189,82.64205396018046,False,False,,,,
2024-05-29 07:15:00,68837.664,68951.234,68799.516,68932.641,1875,36421,0,2024-05-29 07:00:00,2024-05-29 07:00:00,,,68776.47201190479,0.0007274686103138022,0.0009396502305794249,,68678.93113850863,69348.76121951384,68768.71515784817,68635.49527244765,68892.74791400065,91.09500956452393,,173.43160176708696,35.11700481594016,27.39882868929999,36.873685242579086,69128.38057638622,68658.61525161508,87.52162907589117,84.6877787793121,False,False,,,,
2024-05-29 07:30:00,68932.641,68932.641,68856.336,68901.734,1452,36421,0,2024-05-29 07:00:00,2024-05-29 07:00:00,,,68776.47201190479,0.0007274686103138022,0.0009396502305794249,,68678.93113850863,69348.76121951384,68789.1795951023,68655.21665967375,68912.25854695559,90.92709331700462,,181.9631571464335,19.510632954945322,35.11700481594016,27.39882868929999,69159.40880910328,68666.60828480791,90.52850076584059,87.64692056113121,False,False,,,,
2024-05-29 07:45:00,68896.344,68933.641,68758.078,68865.938,1298,36421,0,2024-05-29 07:00:00,2024-05-29 07:00:00,,,68776.47201190479,0.0007274686103138022,0.0009396502305794249,,68678.93113850863,69348.76121951384,68800.98858047117,68670.82564784607,68917.73459993118,89.18523963930784,,186.92849455802,5.476052975587663,19.510632954945322,35.11700481594016,69171.58806758451,68665.38113227785,90.92160860389679,89.65724614854285,False,False,,,,
2024-05-29 08:00:00,68857.813,68863.734,68586.641,68611.734,1480,36421,0,2024-05-29 08:00:00,2024-05-29 08:00:00,,,68742.23596428573,0.0005963640459037105,0.0008267414716328432,68776.47201190479,68656.19802766705,69357.93677126506,68771.87249116792,68666.44848874636,68883.07266116266,79.88511405978352,,187.04642546699748,-34.661938768520486,5.476052975587663,19.510632954945322,69135.5853355431,68629.05998678222,69.046139703746,83.49874969116114,False,False,,,,
2024-05-29 08:15:00,68622.539,68753.539,68622.539,68735.938,954,36421,0,2024-05-29 08:00:00,2024-05-29 08:00:00,,,68742.23596428573,0.0005963640459037105,0.0008267414716328432,68776.47201190479,68656.19802766705,69357.93677126506,68766.34410791131,68671.59585995034,68866.36351943584,75.0731533224025,,182.225182347687,-16.709141726823873,-34.661938768520486,5.476052975587663,69112.36751560522,68618.85952326645,57.175150562581486,72.38096629007477,False,False,,,,
2024-05-29 08:30:00,68735.938,68781.641,68681.836,68763.938,1641,36421,0,2024-05-29 08:00:00,2024-05-29 08:00:00,,,68742.23596428573,0.0005963640459037105,0.0008267414716328432,68776.47201190479,68656.19802766705,69357.93677126506,68765.97393746342,68678.43601847254,68846.33097351217,71.33306486913352,,180.23227279280832,-20.032545923662838,-16.709141726823873,-34.661938768520486,69089.64454178246,68601.51740524189,48.708035456776805,58.309775241034764,False,False,,,,
2024-05-29 08:45:00,68763.938,68763.938,68593.953,68611.836,1023,36421,0,2024-05-29 08:00:00,2024-05-29 08:00:00,,,68742.23596428573,0.0005963640459037105,0.0008267414716328432,68776.47201190479,68656.19802766705,69357.93677126506,68742.2604086229,68673.50268377087,68794.4051788786,63.3760881760827,,175.54877597739468,-51.92579463357106,-20.032545923662838,-16.709141726823873,69031.39602644808,68555.91433130912,40.540506259442964,48.80789742626708,False,False,,,,
2024-05-29 09:00:00,68611.836,68688.641,68591.836,68629.141,884,36421,0,2024-05-29 09:00:00,2024-05-29 09:00:00,-34.23604761905153,,68702.19219047618,0.0004978551760017714,0.00014433567621697566,68742.23596428573,68628.54662679158,69030.76397625194,68724.85742268091,68670.21663312118,68764.15943137257,56.74890412305831,78.57631937509157,167.7396632167888,-30.245747506036423,-51.92579463357106,-20.032545923662838,68990.60797671523,68536.2108860299,25.591065641324008,38.279869119181264,False,True,68129.141,69029.141,68529.141,68479.141
