time,open,high,low,close,tick_volume,spread,real_volume,ema_short,ema_long,lsma,macd_line,macd_signal,lsma_stddev,lsma_upper_band,lsma_lower_band,is_buy2,is_sell2,tp,sl
2024-06-17 06:30:00,2322.75,2322.9,2321.87,2321.99,804,27,0,2324.1883016124184,,,,,,,,False,False,,
2024-06-17 06:45:00,2321.98,2325.05,2321.83,2324.31,1016,27,0,2324.207024441277,,,,,,,,False,False,,
2024-06-17 07:00:00,2324.3,2324.79,2323.76,2324.04,547,27,0,2324.181328373388,,2322.6163846153854,,,2.4862153299071896,2325.97277531076,2319.259993920011,False,False,,
2024-06-17 07:15:00,2324.05,2324.52,2323.52,2324.5,515,29,0,2324.2303547774823,2325.996153846154,2322.7037307692317,-1.7657990686716403,,2.3278047598539535,2325.8462671950347,2319.5611943434287,False,False,,
2024-06-17 07:30:00,2324.51,2326.14,2324.18,2325.44,663,27,0,2324.416454042485,2325.9549572649576,2322.9408692307693,-1.5385032224726274,,2.1615112768613214,2325.8589094545323,2320.0228290070063,False,False,,
2024-06-17 07:45:00,2325.45,2325.92,2322.62,2323.58,1008,27,0,2324.2877688051794,2325.77903450459,2322.8333769230776,-1.4912656994106328,,2.1272468121961143,2325.705160119542,2319.961593726613,False,False,,
2024-06-17 08:00:00,2323.59,2323.59,2320.96,2321.62,1034,27,0,2323.877342835152,2325.47095787462,2322.52376923077,-1.5936150394682045,,2.14281917109178,2325.416575111744,2319.6309633497963,False,False,,
2024-06-17 08:15:00,2321.6,2322.01,2321.07,2321.61,658,27,0,2323.5285208605133,2325.1849609950186,2322.247346153846,-1.6564401345053739,,2.145827346269579,2325.14421307131,2319.3504792363824,False,False,,
2024-06-17 08:30:00,2321.62,2321.82,2318.38,2321.33,2411,27,0,2323.1902868819725,2324.899408328721,2321.959346153848,-1.709121446748668,,2.159214749239106,2324.8742860653206,2319.0444062423753,False,False,,
2024-06-17 08:45:00,2321.34,2321.51,2317.69,2318.49,1489,27,0,2322.4671658232073,2324.4246373414085,2321.411746153846,-1.957471518201146,,2.272422569270981,2324.4795166223616,2318.34397568533,False,False,,
2024-06-17 09:00:00,2318.4,2318.82,2316.68,2318.48,2256,27,0,2321.8537556965603,2323.9842938346374,2320.9240384615387,-2.1305381380770996,,2.338753442897746,2324.081355609451,2317.7667213136265,True,False,2325.48,2314.68
2024-06-17 09:15:00,2318.47,2319.14,2317.47,2318.52,1825,27,0,2321.340870204782,2323.579531328368,2320.378030769231,-2.2386611235860983,-1.7868239323490545,2.485512153795781,2323.7334721768552,2317.0225893616066,False,False,,
2024-06-17 09:30:00,2318.5,2318.52,2315.41,2316.75,1967,27,0,2320.634582480969,2323.073640118859,2319.593423076925,-2.4390576378900732,-1.9172706734572582,2.7721656395918868,2323.3358466903737,2315.850999463476,False,False,,
2024-06-17 09:45:00,2316.79,2318.25,2316.45,2317.33,2119,27,0,2320.1261851762047,2322.64818529524,2319.026453846154,-2.5220001190355106,-2.038216562572909,2.897773685665381,2322.938448321802,2315.1144593705058,False,False,,
2024-06-17 10:00:00,2317.34,2319.2,2316.9,2318.26,2292,27,0,2319.8390797644806,2322.32313453263,2318.6448615384616,-2.4840547681492353,-2.127384203688174,2.9303761419543295,2322.6008693301,2314.688853746823,False,False,,
2024-06-17 10:15:00,2318.22,2319.47,2316.33,2319.43,2358,27,0,2319.776144416099,2322.1088282709534,2318.4276,-2.3326838548541673,-2.1684441339213727,2.923277669557864,2322.374024853903,2314.481175146097,False,False,,
2024-06-17 10:30:00,2319.45,2320.06,2315.78,2316.12,2161,27,0,2319.213660659776,2321.665211361994,2317.864399999998,-2.451550702217901,-2.2250654475806786,3.027568716534256,2321.9516177673195,2313.7771822326768,False,False,,
2024-06-17 10:45:00,2316.11,2319.28,2315.51,2316.86,2133,27,0,2318.8515590198103,2321.309269779624,2317.433700000001,-2.4577107598138355,-2.27159451002731,3.0748648750806216,2321.5847675813598,2313.282632418642,False,False,,
2024-06-17 11:00:00,2316.85,2319.78,2316.33,2319.78,2110,27,0,2318.9943960936857,2321.195990536689,2317.5377846153847,-2.2015944430031595,-2.25759449662248,2.92268438255064,2321.483408531828,2313.5921606989414,False,False,,
2024-06-17 11:15:00,2319.8,2321.3,2319.78,2320.74,2417,27,0,2319.262950540811,2321.1622134598974,2317.6955692307693,-1.8992629190865955,-2.1859281811153033,2.8512762054921676,2321.5447921081836,2313.846346353355,False,False,,
2024-06-17 11:30:00,2320.72,2320.76,2318.36,2319.65,2321,27,0,2319.3224966114553,2321.050197648053,2317.814176923077,-1.727701036597864,-2.0942827522118153,2.7063063389066726,2321.467690480601,2314.160663365553,False,False,,
2024-06-17 11:45:00,2319.67,2322.22,2319.65,2321.29,1846,27,0,2319.6251894404622,2321.0679607852344,2318.048253846152,-1.4427713447721544,-1.9639804707238833,2.6656268806180035,2321.6468501349864,2314.4496575573176,False,False,,
2024-06-17 12:00:00,2321.26,2322.56,2320.43,2322.34,2061,27,0,2320.042852603468,2321.1621859122542,2318.4077615384613,-1.1193333087862811,-1.795051038336363,2.659911777986873,2321.9986424387434,2314.816880638179,False,False,,
2024-06-17 12:15:00,2322.29,2322.48,2320.58,2320.84,1744,27,0,2320.1654906644726,2321.1383202891243,2318.5399384615375,-0.9728296246516948,-1.6306067555994295,2.639041050585118,2322.1026438798276,2314.9772330432475,False,False,,
2024-06-17 12:30:00,2320.82,2321.22,2319.51,2320.18,1904,27,0,2320.167722869938,2321.067333601041,2318.6233384615375,-0.8996107311027117,-1.484407550700086,2.6026411585170477,2322.1369040255354,2315.1097728975396,False,False,,
2024-06-17 12:45:00,2320.19,2320.92,2319.14,2320.01,1520,27,0,2320.1434578130247,2320.9890125935563,2318.649992307693,-0.8455547805315291,-1.3566369966663747,2.5867305619269962,2322.1420785662945,2315.1579060490917,False,False,,
2024-06-17 13:00:00,2319.94,2322.3,2319.66,2322.02,1609,27,0,2320.432156611021,2321.0653820310704,2319.1402923076944,-0.6332254200492571,-1.2119546813429511,2.483189615529598,2322.4925982886593,2315.7879863267294,False,False,,
2024-06-17 13:15:00,2322.03,2322.44,2321.29,2321.91,1917,27,0,2320.6595171324025,2321.1279463250653,2319.6155,-0.4684291926628248,-1.0632495836069258,2.386628933595281,2322.8374490603537,2316.393550939646,False,False,,
2024-06-17 13:30:00,2321.95,2322.47,2319.84,2320.13,1451,27,0,2320.5780529581866,2321.05402437506,2319.8889923076913,-0.4759714168735627,-0.9457939502602533,2.2190663952830385,2322.8847319413235,2316.893252674059,False,False,,
2024-06-17 13:45:00,2320.12,2321.46,2319.46,2320.45,1689,27,0,2320.558352503081,2321.0092818287594,2320.310553846156,-0.4509293256783167,-0.8468210253438659,1.9243707196574191,2322.9084543176937,2317.712653374618,False,False,,
2024-06-17 14:00:00,2320.54,2321.21,2319.75,2320.28,1937,27,0,2320.5155290410685,2320.9552609525554,2320.620076923079,-0.43973191148688784,-0.7654032025724704,1.7689609002674844,2323.00817413844,2318.231979707718,False,False,,
2024-06-17 14:15:00,2320.27,2321.83,2319.72,2321.19,1689,27,0,2320.6192938039812,2320.972649030144,2320.949123076924,-0.3533552261628756,-0.6829936072905516,1.752304387563758,2323.314734000135,2318.583512153713,False,False,,
2024-06-17 14:30:00,2321.21,2321.27,2317.56,2319.58,2237,27,0,2320.4594024495227,2320.869489842726,2321.053230769232,-0.4100873932034119,-0.6284123644731238,1.709497197036422,2323.361051985231,2318.745409553233,False,False,,
2024-06-17 14:45:00,2319.49,2320.93,2317.96,2318.1,2343,27,0,2320.0964174572887,2320.664342446969,2320.9454384615387,-0.5679249896802503,-0.616314889514549,1.701511386976027,2323.2424788339563,2318.648398089121,False,False,,
2024-06-17 15:00:00,2318.19,2319.83,2317.68,2319.16,2524,27,0,2319.9523532330904,2320.5529096731193,2320.8162076923068,-0.6005564400288677,-0.6131631996174127,1.6893662519839603,2323.0968521324853,2318.535563252128,True,False,2326.16,2315.68
2024-06-17 15:15:00,2319.17,2320.28,2317.37,2318.39,2999,27,0,2319.7119911972304,2320.392694141777,2320.571623076923,-0.6807029445467379,-0.6266711486032778,1.691893121134535,2322.8556787904545,2318.2875673633916,False,False,,
2024-06-17 15:30:00,2318.33,2319.62,2316.75,2319.62,2830,27,0,2319.6978387053487,2320.3354575386825,2320.5046923076916,-0.6376188333338177,-0.6288606855493858,1.677626994698831,2322.769488750535,2318.239895864848,True,False,2326.62,2314.75
2024-06-17 15:45:00,2319.61,2321.06,2318.26,2319.52,2355,27,0,2319.6704789045257,2320.2750532765576,2320.290399999998,-0.6045743720319479,-0.6240034228458983,1.5683391427479219,2322.4076578427075,2318.1731421572886,False,False,,
2024-06-17 16:00:00,2319.54,2324.9,2318.64,2324.08,3525,27,0,2320.348866765368,2320.556901181998,2320.7386846153836,-0.2080344166301984,-0.5408096216027583,1.712823010901771,2323.050995680101,2318.426373550666,False,False,,
2024-06-17 16:15:00,2324.04,2326.21,2323.11,2323.63,3136,27,0,2320.8536564937726,2320.7845381314796,2321.1312615384613,0.06911836229301116,-0.4188240248236044,1.819297025412354,2323.587312522768,2318.6752105541545,False,True,2316.63,2328.21
2024-06-17 16:30:00,2323.68,2325.68,2319.58,2319.68,4012,27,0,2320.673093956269,2320.7027204921105,2321.001223076923,-0.029626535841543955,-0.34098452702719234,1.8155026852107785,2323.4521517019575,2318.5502944518885,False,False,,
2024-06-17 16:45:00,2319.75,2321.53,2318.97,2320.86,3592,27,0,2320.7018487322275,2320.7143708260282,2320.8043846153846,-0.012522093800725997,-0.2752920403818991,1.6045136334750183,2322.9704780205757,2318.6382912101935,False,False,,
2024-06-17 17:00:00,2320.76,2321.32,2318.26,2319.77,3479,27,0,2320.558487388808,2320.6444174315075,2320.4649615384615,-0.08593004269960147,-0.2374196408454396,1.4324541877515846,2322.398774691926,2318.531148384997,False,False,,
2024-06-17 17:15:00,2319.8,2326.51,2319.01,2326.0,3464,27,0,2321.3956431751453,2321.0411272513957,2321.187100000003,0.3545159237496591,-0.11903252792641984,1.792134946557712,2323.606482177856,2318.7677178221497,False,False,,
2024-06-17 17:30:00,2326.01,2327.55,2323.85,2324.94,2918,27,0,2321.9409288405077,2321.329932640181,2321.7737769230757,0.6109962003265537,0.026973217724174867,1.9759725875308052,2324.441339916242,2319.1062139299092,False,True,2317.94,2329.55
2024-06-17 17:45:00,2324.95,2325.0,2322.22,2324.43,2576,27,0,2322.323862865045,2321.559567259427,2322.176430769228,0.7642956056183721,0.1744376953030143,2.074280999930561,2324.976710119134,2319.3761514193216,False,False,,
2024-06-17 18:00:00,2324.41,2325.46,2322.47,2322.97,2326,27,0,2322.4232685781153,2321.6640437587284,2322.4467923076922,0.7592248193868727,0.291395120119786,2.106441944766776,2325.2904889331276,2319.603095682257,False,False,,
2024-06-17 18:15:00,2322.96,2322.96,2319.39,2319.49,2558,27,0,2321.9719964891747,2321.5030034803044,2322.2838846153854,0.46899300887025674,0.3269146978698802,2.119435695338016,2325.145122804092,2319.422646426679,False,False,,
2024-06-17 18:30:00,2319.49,2319.59,2311.19,2311.35,4146,27,0,2320.337843183148,2320.7509291484303,2320.88796923077,-0.41308596528233466,0.17891456523943727,2.879494284304075,2324.775286514581,2317.0006519469594,False,False,,
2024-06-17 18:45:00,2311.39,2313.16,2309.9,2312.48,3206,27,0,2319.1289442318944,2320.138267730028,2319.686092307691,-1.0093234981336536,-0.0587330474351809,3.3170640632955286,2324.16412879314,2315.208055822242,True,False,2319.48,2307.9
2024-06-17 19:00:00,2312.48,2315.21,2312.48,2314.4,2320,27,0,2318.4014143500644,2319.713210861137,2318.809223076924,-1.311796511072771,-0.30934574016269895,3.527728872802819,2323.5716570552077,2314.04678909864,False,False,,
2024-06-17 19:15:00,2314.41,2315.76,2313.46,2314.57,1874,27,0,2317.811965988516,2319.332232278831,2318.1445846153847,-1.5202662903147939,-0.551529850193118,3.6770775533485667,2323.108639312405,2313.1805299183643,False,False,,
2024-06-17 19:30:00,2314.5,2316.47,2314.42,2314.49,2071,27,0,2317.300894297975,2318.973548406325,2317.5239615384617,-1.6726541083498887,-0.7757547018244721,3.8036093385108045,2322.6588341454512,2312.389088931472,False,False,,
2024-06-17 19:45:00,2314.49,2317.0,2314.47,2316.84,1972,27,0,2317.229987482902,2318.8155077836345,2317.1741384615393,-1.5855203007326963,-0.937707821606117,3.8406085889270054,2322.3589600565906,2311.989316866488,False,False,,
2024-06-17 20:00:00,2316.85,2318.28,2316.32,2316.79,2016,27,0,2317.162297100917,2318.6654701700318,2316.867476923078,-1.5031730691148368,-1.0508008711078611,3.8705739023224877,2322.0927516912134,2311.6422021549424,False,False,,
2024-06-17 20:15:00,2316.81,2317.42,2313.9,2314.13,2392,27,0,2316.695789854622,2318.329509416696,2316.2033923076933,-1.6337195620740204,-1.1673846093010931,3.999280852020756,2321.6024214579215,2310.804363157465,False,False,,
2024-06-17 20:30:00,2314.28,2315.96,2313.21,2315.69,1779,27,0,2316.541052953911,2318.133990200645,2315.875846153845,-1.5929372467339817,-1.2524951367876709,4.028307833322372,2321.3140617288304,2310.4376305788596,False,False,,
2024-06-17 20:45:00,2315.67,2317.15,2315.19,2316.65,1631,27,0,2316.557814037925,2318.0240650005967,2315.618015384616,-1.466250962671893,-1.2952463019645155,4.048405365079718,2321.0833626274734,2310.152668141758,False,False,,
2024-06-17 21:00:00,2316.66,2318.26,2316.08,2317.48,1518,27,0,2316.699688801321,2317.9837638894414,2315.398853846154,-1.2840750881205167,-1.2930120591957157,4.054264092697902,2320.872110371296,2309.925597321012,False,False,,
2024-06-17 21:15:00,2317.45,2317.58,2316.63,2317.03,1417,27,0,2316.75050590881,2317.913114712446,2315.195446153846,-1.162608803635976,-1.266931408083768,4.066478124045351,2320.6851916213072,2309.705700686385,False,False,,
2024-06-17 21:30:00,2317.02,2319.16,2316.14,2318.59,1379,27,0,2317.033504999762,2317.963254363376,2315.1769615384624,-0.9297493636140644,-1.1994949991898272,4.06622154667853,2320.6663606264783,2309.6875624504464,False,False,,
2024-06-17 21:45:00,2318.6,2318.97,2317.68,2317.77,1203,32,0,2317.1468119228757,2317.948939225348,2315.1268230769238,-0.8021273024723996,-1.1200214598463418,4.064082635315462,2320.6133346345996,2309.640311519248,False,False,,
2024-06-17 22:00:00,2317.78,2319.53,2317.77,2319.44,1034,27,0,2317.4996100885874,2318.0593881716186,2315.321707692307,-0.5597780830312331,-1.0079727844833202,4.063314533728101,2320.80718231284,2309.836233071774,False,False,,
2024-06-17 22:15:00,2319.45,2319.96,2318.39,2318.51,1157,27,0,2317.655054690343,2318.0927668255727,2315.704838461538,-0.4377121352295035,-0.8939206546325569,3.896275914255274,2320.964810945783,2310.4448659772934,False,False,,
2024-06-17 22:30:00,2318.52,2320.33,2318.5,2319.97,1157,27,0,2318.011200122598,2318.2318211347897,2316.310246153845,-0.22062101219171382,-0.7592607261443883,3.754596649442592,2321.378951630593,2311.2415406770974,False,False,,
2024-06-17 22:45:00,2320.03,2320.48,2319.17,2320.1,1178,27,0,2318.3325539498906,2318.370204754435,2316.688523076925,-0.03765080454422787,-0.6149387418243564,3.762552856772324,2321.7679694335675,2311.6090767202822,False,False,,
2024-06-17 23:00:00,2320.08,2320.66,2319.44,2319.53,472,30,0,2318.5167764191383,2318.4561155133656,2317.0651692307692,0.060660905772692786,-0.47981881230494655,3.732504610401998,2322.104050454812,2312.0262880067266,False,False,,
2024-06-17 23:15:00,2319.56,2320.44,2318.93,2318.93,328,30,0,2318.5803492777322,2318.491218067931,2317.291846153845,0.08913120980105305,-0.36602880788374664,3.7209491620649824,2322.315127522633,2312.2685647850576,False,False,,
2024-06-17 23:30:00,2318.96,2319.51,2318.31,2319.23,303,32,0,2318.6802955426965,2318.5459426554917,2318.004192307691,0.13435288720484095,-0.26595246886602913,3.350140544316215,2322.526882042518,2313.481502572864,False,False,,
2024-06-17 23:45:00,2319.2,2319.32,2318.5,2318.94,268,40,0,2318.7202500745893,2318.5751320884183,2318.6585769230783,0.14511798617104432,-0.18373837785861447,3.0181851610977435,2322.73312689056,2314.5840269555965,False,False,,
2024-06-18 01:00:00,2319.12,2320.45,2319.0,2320.0,273,30,0,2318.9171346784988,2318.6806778596465,2319.4780615384616,0.23645681885227532,-0.0996993385164365,2.7147883895441223,2323.1430258643463,2315.813097212577,False,False,,
2024-06-18 01:15:00,2320.0,2320.54,2320.0,2320.36,193,32,0,2319.13911395873,2318.805072092265,2320.283784615385,0.33404186646475864,-0.012951097520197477,2.5365929906083617,2323.708185152706,2316.8593840780636,False,False,,
2024-06-18 01:30:00,2320.35,2320.8,2320.25,2320.4,245,32,0,2319.333096426618,2318.9232149002455,2320.873653846156,0.40988152637237363,0.07161542725831675,2.5754056638395677,2324.3504514923393,2317.3968561999723,False,False,,
2024-06-18 01:45:00,2320.42,2321.1,2320.24,2320.95,246,32,0,2319.581850822523,2319.0733471298568,2320.9638692307685,0.5085036926661815,0.1589930803398897,2.349824319675278,2324.13613206233,2317.791606399207,False,False,,
2024-06-18 02:00:00,2320.98,2321.11,2319.28,2319.41,364,27,0,2319.5554122344424,2319.098284379497,2320.833984615384,0.45712785494561103,0.218620035261034,2.1000793635807575,2323.669091756218,2317.9988774745498,False,False,,
2024-06-18 02:15:00,2319.44,2319.84,2319.08,2319.84,253,29,0,2319.5991949676054,2319.153226277312,2320.8407230769235,0.44596869029328445,0.2640897662674841,1.9895855514833642,2323.526663571426,2318.154782582421,False,False,,
2024-06-18 02:30:00,2319.83,2320.17,2319.66,2320.15,231,30,0,2319.6839342033586,2319.2270613678816,2320.857207692308,0.4568728354770428,0.3026463801093959,1.8719115007583988,2323.3842882183317,2318.330127166284,False,False,,
2024-06-18 02:45:00,2320.17,2320.89,2320.01,2320.64,535,27,0,2319.8310212489955,2319.3317234887795,2320.8902307692306,0.49929776021599537,0.3419766561307158,1.7286028076662552,2323.22384455958,2318.5566169788813,False,False,,
2024-06-18 03:00:00,2320.71,2323.14,2320.71,2321.07,926,27,0,2320.021633364535,2319.460484711833,2321.096576923075,0.5611486527018315,0.38581105544493893,1.7464153763271033,2323.454237681117,2318.7389161650335,False,False,,
2024-06-18 03:15:00,2321.05,2322.38,2320.95,2322.12,668,27,0,2320.3444590007603,2319.65748584429,2321.412246153847,0.6869731564702306,0.44604347564999736,1.8069645818347109,2323.8516483393237,2318.97284396837,False,False,,
2024-06-18 03:30:00,2322.13,2325.38,2322.13,2325.2,1139,27,0,2321.0914653083355,2320.0680424484167,2321.932553846154,1.02342285991881,0.5615193525037598,1.8981899272742548,2324.495110247974,2319.369997444334,False,False,,
2024-06-18 03:45:00,2325.19,2325.47,2323.67,2323.98,1023,27,0,2321.5358552608996,2320.3578170818673,2322.2957153846155,1.178038179032228,0.6848231178094535,1.9251486522705719,2324.894666065181,2319.69676470405,False,True,2316.98,2327.47
2024-06-18 04:00:00,2324.02,2325.29,2321.57,2321.68,2681,27,0,2321.5580313746073,2320.4557565572845,2322.3303923076915,1.1022748173227228,0.7683134577121074,1.8374518587814408,2324.8109523170465,2319.8498322983364,False,False,,
2024-06-18 04:15:00,2321.69,2321.8,2319.15,2321.47,1798,27,0,2321.544488086206,2320.530885701189,2322.350884615385,1.0136023850168385,0.8173712431730537,1.776957324569034,2324.7497770035534,2319.9519922272166,False,False,,
2024-06-18 04:30:00,2321.46,2323.07,2319.68,2321.98,1915,28,0,2321.6114899190975,2320.6382275011015,2322.3783000000008,0.9732624179960112,0.8485494781376453,1.6807549890867055,2324.647319235268,2320.1092807647337,False,False,,
2024-06-18 04:45:00,2321.99,2322.95,2321.67,2322.48,1371,27,0,2321.745106854621,2320.7746550936126,2322.543800000001,0.9704517610084622,0.8729299347118087,1.6852620963340001,2324.8189038300516,2320.26869616995,False,False,,
2024-06-18 05:00:00,2322.5,2323.77,2321.5,2323.38,1725,27,0,2321.996628876987,2320.967643605197,2322.7463692307692,1.028985271790134,0.9041410021274738,1.670886690754451,2325.002066263288,2320.4906721982506,False,False,,
2024-06-18 05:15:00,2323.4,2323.5,2322.11,2322.52,824,27,0,2322.0771475112965,2321.082632967775,2322.896646153846,0.9945145435212908,0.9222157104062373,1.6806890452055276,2325.1655763648737,2320.6277159428187,False,False,,
2024-06-18 05:30:00,2322.52,2325.29,2322.02,2324.81,1728,27,0,2322.4975863557124,2321.3587342294218,2323.2798846153855,1.138852126290658,0.9655429935831215,1.7749438488792455,2325.6760588113725,2320.8837104193985,False,False,,
2024-06-18 05:45:00,2324.84,2325.57,2323.78,2324.3,1542,28,0,2322.7748807625258,2321.576605767983,2323.63983076923,1.1982749945427713,1.0120893937750515,1.862516935048155,2326.154228631545,2321.1254329069147,False,False,,
2024-06-18 06:00:00,2324.29,2325.04,2323.11,2323.6,1428,27,0,2322.9018221836754,2321.7264868222064,2323.8731615384618,1.175335361469024,1.044738587313846,1.896747918589771,2326.433771228558,2321.3125518483657,False,False,,
2024-06-18 06:15:00,2323.64,2324.7,2323.45,2324.41,1050,27,0,2323.133849540033,2321.925265576117,2324.151623076922,1.208583963916226,1.0775076626343218,1.9384830839279548,2326.768575240225,2321.5346709136193,False,False,,
2024-06-18 06:30:00,2324.4,2324.85,2323.85,2324.06,577,27,0,2323.276334226182,2322.08339405196,2324.2972538461536,1.1929401742218033,1.1005941649518183,1.9071792434574506,2326.871945824821,2321.722561867486,False,False,,
2024-06-18 06:45:00,2324.06,2324.79,2323.78,2324.36,635,27,0,2323.4430520375386,2322.252031529593,2324.4629384615387,1.1910205079457228,1.1186794335505992,1.8861271607914105,2327.0092101286073,2321.91666679447,False,False,,
2024-06-18 07:00:00,2324.35,2324.36,2322.98,2323.7,1037,27,0,2323.482582493302,2322.359288453327,2324.471500000001,1.1232940399750078,1.119602354835481,1.7934606212594946,2326.8926718387015,2322.0503281613005,False,False,,
2024-06-18 07:15:00,2323.66,2324.71,2323.38,2324.43,428,31,0,2323.628339032794,2322.512674493821,2324.617307692307,1.115664538972851,1.1188147916629552,1.7781216681305068,2327.017771944283,2322.2168434403306,False,False,,
2024-06-18 07:30:00,2324.43,2324.49,2322.48,2322.68,811,29,0,2323.4824407200563,2322.5250689757604,2324.5031384615386,0.9573717442958696,1.0865261821895382,1.7241111719787519,2326.83068854371,2322.175588379367,False,False,,
2024-06-18 07:45:00,2322.66,2323.45,2321.83,2322.47,937,29,0,2323.3266806092784,2322.5209897923705,2324.3424153846136,0.805690816907827,1.030359109133196,1.6655261430977382,2326.5908756777953,2322.093955091432,False,False,,
2024-06-18 08:00:00,2322.46,2322.64,2319.67,2320.16,1152,27,0,2322.839498977082,2322.3461016596025,2323.875723076923,0.4933973174793209,0.9229667508024211,1.7056914531479574,2326.178406538673,2321.573039615173,False,False,,
2024-06-18 08:15:00,2320.15,2321.03,2319.4,2320.59,1315,27,0,2322.493422211377,2322.216020055187,2323.368776923077,0.27740215618996444,0.7938538318799297,1.6284315562350107,2325.567159523994,2321.1703943221596,False,False,,
2024-06-18 08:30:00,2320.58,2323.69,2320.08,2321.66,1900,27,0,2322.3652034096267,2322.1748333844325,2323.0333923076932,0.19037002519417,0.6731570705427778,1.5359470477012251,2325.1069208220897,2320.959863793297,False,False,,
2024-06-18 08:45:00,2321.65,2322.2,2320.7,2322.09,1264,27,0,2322.3228644235305,2322.16854943003,2322.7651692307686,0.15431499350052036,0.5693886551343265,1.4473564407828323,2324.719100425825,2320.811238035712,False,False,,
2024-06-18 09:00:00,2322.11,2322.64,2319.82,2320.01,1442,27,0,2321.9670391276027,2322.008656879658,2322.22043076923,-0.04161775205511731,0.44718737369643774,1.4912346115469026,2324.2335974948182,2320.2072640436418,False,False,,
2024-06-18 09:15:00,2320.0,2321.67,2319.89,2320.93,1500,28,0,2321.807494646433,2321.9287563700536,2321.8413384615383,-0.12126172362059151,0.3334975542330319,1.4981252729135022,2323.8638075799713,2319.8188693431052,False,False,,
2024-06-18 09:30:00,2320.94,2321.48,2319.49,2319.9,1465,27,0,2321.514033931597,2321.77847812042,2321.391146153847,-0.2644441888228357,0.2139092056218584,1.600135410939347,2323.551328958615,2319.2309633490786,False,False,,
2024-06-18 09:45:00,2319.84,2320.33,2318.69,2320.01,1704,27,0,2321.282644095967,2321.6474797411292,2321.190907692308,-0.3648356451622021,0.09816023546504629,1.5954254396059349,2323.344732035776,2319.03708334884,True,False,2327.01,2316.69
2024-06-18 10:00:00,2319.98,2320.06,2317.51,2318.39,1858,27,0,2320.837621927357,2321.40618494549,2320.719892307691,-0.5685630181333181,-0.035184415254626594,1.7579024432568042,2323.093060606088,2318.3467240092946,False,False,,
2024-06-18 10:15:00,2318.41,2319.19,2318.0,2318.12,1834,27,0,2320.419526246225,2321.1627638384166,2320.0969615384615,-0.74323759219169,-0.1767950506420393,1.9401363354177465,2322.7161455912756,2317.4777774856475,False,False,,
2024-06-18 10:30:00,2318.13,2318.77,2316.22,2316.6,1965,27,0,2319.831906823729,2320.824781331867,2319.2743153846172,-0.9928745081383568,-0.3400109421413028,2.2290451617994553,2322.2835263530465,2316.265104416188,False,False,,
